Th-232(n,g) ENDFB-8.0
Energy(eV) XS(b)
1283.20 0.0197597
1283.35 0.0191798
1283.65 0.0192301
1284.25 0.0207866
1284.86 0.0229607
1285.43 0.0256122
1286.01 0.0290118
1286.59 0.0335267
1286.88 0.0367080
1287.02 0.0389719
1287.16 0.0422232
1287.32 0.0475712
1287.39 0.0514448
1287.47 0.0563466
1287.54 0.0626813
1287.62 0.0705726
1287.69 0.0805315
1287.77 0.0925702
1287.84 0.107236
1287.92 0.124277
1288.00 0.144154
1288.07 0.166189
1288.22 0.216266
1288.37 0.269359
1288.46 0.299328
1288.55 0.325540
1288.64 0.346857
1288.73 0.361403
1288.79 0.366923
1288.82 0.368492
1288.82 0.368700
1288.85 0.369159
1288.89 0.368723
1288.95 0.365273
1289.03 0.355213
1289.11 0.339956
1289.20 0.320804
1289.28 0.299562
1289.38 0.272332
1289.48 0.247281
1289.58 0.226898
1289.68 0.213655
1289.73 0.210387
1289.78 0.209751
1289.84 0.211972
1289.89 0.217197
1289.94 0.225871
1289.99 0.237878
1290.04 0.253914
1290.09 0.273546
1290.14 0.297736
1290.19 0.326274
1290.24 0.359254
1290.29 0.395926
1290.34 0.437712
1290.39 0.482840
1290.44 0.532880
1290.49 0.585534
1290.54 0.642450
1290.59 0.700845
1290.69 0.823925
1290.80 0.948632
1290.90 1.06839
1290.95 1.13048
1291.01 1.18756
1291.06 1.24046
1291.12 1.28923
1291.15 1.31999
1291.18 1.34319
1291.20 1.35650
1291.20 1.35883
1291.21 1.36503
1291.22 1.37121
1291.25 1.39197
1291.29 1.42217
1291.32 1.45273
1291.37 1.48922
1291.41 1.53034
1291.45 1.57829
1291.47 1.60562
1291.49 1.63565
1291.51 1.66875
1291.53 1.70352
1291.55 1.74181
1291.57 1.78403
1291.59 1.83058
1291.61 1.88191
1291.63 1.93846
1291.65 2.00072
1291.67 2.06917
1291.69 2.14435
1291.71 2.22678
1291.73 2.31703
1291.75 2.41568
1291.77 2.52332
1291.79 2.64055
1291.81 2.76802
1291.83 2.90637
1291.85 3.05624
1291.87 3.21831
1291.89 3.39325
1291.91 3.58174
1291.93 3.78447
1291.95 4.00212
1291.97 4.23538
1291.99 4.48491
1292.01 4.75140
1292.03 5.03548
1292.05 5.33780
1292.07 5.65897
1292.09 5.99956
1292.11 6.36015
1292.13 6.74123
1292.15 7.16395
1292.17 7.58848
1292.19 8.03480
1292.21 8.50320
1292.23 8.99394
1292.25 9.50719
1292.27 10.0430
1292.29 10.6015
1292.31 11.2121
1292.33 11.8166
1292.35 12.4431
1292.37 13.0914
1292.39 13.7608
1292.41 14.4509
1292.45 15.8901
1292.49 17.4019
1292.53 18.9773
1292.55 19.5013
1292.58 20.6880
1292.61 22.2736
1292.65 23.8823
1292.78 29.3625
1292.82 31.0517
1292.87 32.6252
1292.90 33.9631
1292.94 35.1749
1292.99 36.7687
1293.03 37.8474
1293.08 38.7631
1293.12 39.4438
1293.16 39.9348
1293.21 40.2234
1293.23 40.2687
1293.24 40.2666
1293.25 40.2458
1293.26 40.2077
1293.29 40.0773
1293.33 39.7244
1293.36 39.2445
1293.39 38.7765
1293.41 38.2486
1293.45 37.3988
1293.49 36.4204
1293.52 35.3250
1293.56 34.1252
1293.59 32.9452
1293.62 31.6996
1293.69 29.0975
1293.76 26.0291
1293.83 22.9595
1293.92 19.4163
1293.96 17.6983
1294.00 16.0871
1294.04 14.7309
1294.08 13.4741
1294.11 12.2832
1294.15 11.1612
1294.18 10.1098
1294.22 9.12987
1294.24 8.66665
1294.26 8.22117
1294.27 7.79327
1294.29 7.38277
1294.31 6.96808
1294.33 6.59257
1294.35 6.23363
1294.37 5.89093
1294.38 5.56411
1294.40 5.25278
1294.42 4.95652
1294.44 4.67493
1294.46 4.40755
1294.47 4.15393
1294.49 3.91361
1294.51 3.68613
1294.53 3.47100
1294.55 3.26776
1294.56 3.07592
1294.58 2.89502
1294.61 2.59895
1294.64 2.34121
1294.68 2.10978
1294.71 1.90243
1294.74 1.71706
1294.77 1.55167
1294.80 1.40436
1294.83 1.27338
1294.86 1.15355
1294.89 1.05081
1294.92 0.959804
1294.96 0.879252
1294.99 0.807999
1295.02 0.745002
1295.05 0.689318
1295.08 0.640104
1295.12 0.588791
1295.15 0.545617
1295.19 0.508200
1295.22 0.475772
1295.26 0.447674
1295.30 0.423347
1295.37 0.384191
1295.44 0.355028
1295.51 0.334600
1295.59 0.321053
1295.66 0.313436
1295.73 0.311061
1295.80 0.313437
1295.87 0.319979
1295.95 0.330128
1296.02 0.343231
1296.09 0.358513
1296.23 0.391911
1296.29 0.403858
1296.36 0.418621
1296.43 0.430746
1296.50 0.439292
1296.58 0.443499
1296.63 0.443422
1296.66 0.442342
1296.67 0.441811
1296.69 0.440259
1296.73 0.435587
1296.75 0.433127
1296.80 0.424667
1296.85 0.413929
1296.95 0.386736
1297.05 0.353042
1297.15 0.315982
1297.28 0.266329
1297.41 0.219601
1297.53 0.179219
1297.60 0.162120
1297.66 0.147070
1297.79 0.122767
1297.92 0.105758
1298.05 0.0943297
1298.18 0.0871604
1298.36 0.0815482
1298.55 0.0793763
1298.73 0.0790916
1298.90 0.0799532
1299.08 0.0817944
1299.25 0.0846233
1299.43 0.0886126
1299.61 0.0939549
1299.78 0.101085
1299.96 0.110509
1300.06 0.117765
1300.17 0.126552
1300.27 0.137565
1300.38 0.151878
1300.48 0.171566
1300.54 0.184340
1300.59 0.199506
1300.64 0.218428
1300.69 0.241373
1300.75 0.270516
1300.80 0.306358
1300.83 0.333718
1300.86 0.364338
1300.90 0.399620
1300.93 0.440277
1300.96 0.488684
1300.99 0.542836
1301.02 0.605111
1301.06 0.676634
1301.09 0.761396
1301.12 0.855664
1301.15 0.963334
1301.19 1.08603
1301.22 1.22552
1301.25 1.38367
1301.28 1.56249
1301.31 1.76410
1301.34 1.98322
1301.38 2.22789
1301.41 2.50025
1301.44 2.79225
1301.47 3.12549
1301.48 3.31071
1301.50 3.49290
1301.51 3.69661
1301.53 3.89662
1301.54 4.10562
1301.56 4.32382
1301.58 4.56697
1301.59 4.80487
1301.61 5.06948
1301.62 5.32792
1301.65 5.89455
1301.68 6.48565
1301.71 7.14162
1301.74 7.84419
1301.78 8.59366
1301.81 9.36349
1301.84 10.2603
1301.87 11.1785
1301.90 12.1429
1301.93 13.1508
1301.97 14.1990
1302.00 15.2836
1302.03 16.4000
1302.06 17.5428
1302.12 19.6985
1302.18 21.8432
1302.24 24.0021
1302.30 26.0503
1302.35 27.7800
1302.40 29.3398
1302.42 29.9068
1302.44 30.4716
1302.49 31.6557
1302.52 32.2794
1302.55 32.8031
1302.58 33.2855
1302.61 33.6731
1302.63 33.8520
1302.65 33.9701
1302.67 34.0567
1302.69 34.1197
1302.71 34.1351
1302.71 34.1335
1302.72 34.1144
1302.74 34.0772
1302.76 33.9597
1302.79 33.7795
1302.82 33.4555
1302.86 32.9064
1302.90 32.1073
1302.94 31.3217
1302.97 30.4540
1303.01 29.3495
1303.05 28.1398
1303.10 26.3700
1303.16 24.4824
1303.24 21.5986
1303.32 18.6841
1303.36 17.2338
1303.40 15.8179
1303.44 14.4478
1303.48 13.1649
1303.51 11.9723
1303.55 10.8417
1303.59 9.77706
1303.63 8.80629
1303.65 8.33354
1303.66 7.87838
1303.68 7.44083
1303.70 7.02085
1303.72 6.61833
1303.74 6.23310
1303.76 5.86496
1303.78 5.53173
1303.80 5.17889
1303.82 4.84400
1303.84 4.52665
1303.86 4.22635
1303.88 3.94263
1303.90 3.67496
1303.92 3.42279
1303.94 3.19709
1303.96 2.97354
1303.98 2.76381
1304.00 2.56732
1304.02 2.39238
1304.04 2.22001
1304.06 2.05915
1304.08 1.90921
1304.09 1.77638
1304.13 1.55457
1304.16 1.36517
1304.20 1.19894
1304.23 1.05348
1304.27 0.926556
1304.30 0.816112
1304.33 0.720238
1304.37 0.637195
1304.40 0.563446
1304.44 0.501745
1304.47 0.448553
1304.50 0.402735
1304.54 0.363284
1304.57 0.329313
1304.61 0.300045
1304.64 0.274802
1304.68 0.249463
1304.72 0.228065
1304.80 0.194824
1304.88 0.170338
1304.96 0.151837
1305.04 0.137461
1305.12 0.125975
1305.27 0.108711
1305.39 0.0993439
1305.50 0.0918576
1305.62 0.0858605
1305.73 0.0811182
1305.85 0.0775089
1305.96 0.0750398
1306.08 0.0739119
1306.19 0.0746560
1306.31 0.0783158
1306.34 0.0798902
1306.42 0.0863711
1306.44 0.0880191
1306.47 0.0916446
1306.52 0.0995054
1306.57 0.109259
1306.62 0.121304
1306.68 0.136548
1306.73 0.154861
1306.78 0.177447
1306.83 0.203911
1306.88 0.235103
1306.93 0.271440
1306.98 0.308924
1307.02 0.350120
1307.07 0.396986
1307.11 0.447522
1307.16 0.503915
1307.21 0.563540
1307.25 0.627285
1307.30 0.694734
1307.39 0.840077
1307.48 0.992099
1307.57 1.14283
1307.61 1.21407
1307.66 1.28157
1307.71 1.35336
1307.76 1.41571
1307.81 1.46950
1307.86 1.51131
1307.91 1.53834
1307.95 1.55553
1307.98 1.56134
1308.00 1.56253
1308.01 1.56268
1308.01 1.56267
1308.01 1.56257
1308.02 1.56244
1308.02 1.56195
1308.04 1.55919
1308.05 1.55774
1308.05 1.55728
1308.06 1.55605
1308.06 1.55497
1308.07 1.55191
1308.08 1.54873
1308.10 1.54117
1308.14 1.52065
1308.20 1.47385
1308.26 1.41290
1308.32 1.33783
1308.37 1.25349
1308.44 1.14347
1308.51 1.02680
1308.60 0.884030
1308.68 0.744504
1308.77 0.613650
1308.81 0.552767
1308.85 0.496729
1308.89 0.443049
1308.93 0.393297
1308.98 0.347550
1309.02 0.306757
1309.06 0.268865
1309.10 0.234795
1309.14 0.204382
1309.18 0.178027
1309.27 0.133399
1309.31 0.115308
1309.35 0.100034
1309.39 0.0865843
1309.43 0.0751123
1309.48 0.0653841
1309.52 0.0573598
1309.56 0.0504493
1309.60 0.0446805
1309.64 0.0398867
1309.68 0.0360054
1309.77 0.0300153
1309.85 0.0260169
1309.94 0.0231819
1310.03 0.0212902
1310.20 0.0190740
1310.29 0.0184022
1310.40 0.0176938
1310.65 0.0164138
1310.91 0.0153702
1311.42 0.0137413
1311.68 0.0131678
1311.93 0.0128675
1312.19 0.0131299
1312.32 0.0136187
1312.45 0.0144287
1312.59 0.0157992
1312.74 0.0175958
1313.03 0.0217794
1313.13 0.0230065
1313.25 0.0241447
1313.38 0.0246870
1313.42 0.0247147
1313.44 0.0246994
1313.46 0.0246477
1313.53 0.0243858
1313.65 0.0234079
1313.76 0.0219094
1314.02 0.0176823
1314.28 0.0136537
1314.41 0.0120857
1314.54 0.0108837
1314.66 0.0100029
1314.79 0.00938362
1315.05 0.00866371
1315.31 0.00829957
1315.82 0.00787037
1316.85 0.00723189
1317.87 0.00672727
1319.77 0.00605568
1320.71 0.00583622
1321.19 0.00577701
1321.43 0.00579999
1321.66 0.00597892
1321.78 0.00622555
1321.90 0.00668336
1322.02 0.00750361
1322.08 0.00810519
1322.14 0.00887694
1322.20 0.00987305
1322.25 0.0111000
1322.31 0.0126139
1322.37 0.0144573
1322.43 0.0166717
1322.49 0.0192950
1322.55 0.0223592
1322.61 0.0258866
1322.70 0.0324818
1322.80 0.0402239
1322.98 0.0582973
1323.17 0.0770277
1323.27 0.0852037
1323.36 0.0917035
1323.49 0.0972595
1323.54 0.0980044
1323.57 0.0981288
1323.57 0.0981288
1323.57 0.0981258
1323.58 0.0981178
1323.58 0.0980921
1323.60 0.0979866
1323.64 0.0972368
1323.76 0.0925676
1323.90 0.0829085
1324.03 0.0702461
1324.30 0.0433503
1324.40 0.0354685
1324.49 0.0286945
1324.58 0.0229792
1324.67 0.0184552
1324.76 0.0149631
1324.85 0.0124857
1324.94 0.0108768
1325.03 0.0100466
1325.08 0.00989305
1325.14 0.0100112
1325.20 0.0104006
1325.25 0.0110474
1325.31 0.0119782
1325.37 0.0131659
1325.48 0.0164112
1325.59 0.0208082
1325.71 0.0263020
1325.93 0.0396510
1326.14 0.0518293
1326.24 0.0567563
1326.34 0.0602637
1326.43 0.0619623
1326.47 0.0622436
1326.49 0.0622725
1326.51 0.0622017
1326.56 0.0618078
1326.67 0.0591303
1326.82 0.0527279
1326.97 0.0441813
1327.26 0.0263745
1327.34 0.0224526
1327.42 0.0190396
1327.53 0.0147861
1327.65 0.0115869
1327.70 0.0103330
1327.76 0.00930675
1327.88 0.00777401
1327.99 0.00677609
1328.11 0.00616411
1328.22 0.00580711
1328.33 0.00561115
1328.64 0.00544966
1328.95 0.00547107
1329.25 0.00557063
1329.56 0.00588371
1329.71 0.00629311
1329.86 0.00709935
1329.94 0.00774849
1330.02 0.00861427
1330.09 0.00977871
1330.17 0.0112749
1330.25 0.0132082
1330.32 0.0155893
1330.40 0.0185322
1330.48 0.0219925
1330.55 0.0260663
1330.63 0.0306184
1330.78 0.0410548
1331.01 0.0575737
1331.13 0.0646090
1331.24 0.0697422
1331.35 0.0723231
1331.39 0.0727035
1331.41 0.0727562
1331.43 0.0726962
1331.48 0.0722460
1331.60 0.0689652
1331.70 0.0643182
1331.80 0.0583521
1332.00 0.0445001
1332.14 0.0345653
1332.28 0.0261180
1332.42 0.0199127
1332.49 0.0174820
1332.56 0.0155008
1332.62 0.0138761
1332.69 0.0126154
1332.76 0.0116372
1332.83 0.0109270
1332.96 0.0100964
1333.10 0.00985763
1333.23 0.0100098
1333.37 0.0104486
1333.50 0.0111649
1333.64 0.0122490
1333.77 0.0140069
1333.84 0.0153450
1333.91 0.0171425
1333.98 0.0196715
1334.04 0.0231623
1334.11 0.0281526
1334.18 0.0350783
1334.21 0.0395950
1334.25 0.0449450
1334.28 0.0512701
1334.31 0.0584938
1334.35 0.0672312
1334.38 0.0774846
1334.41 0.0894814
1334.45 0.103032
1334.51 0.132757
1334.57 0.170957
1334.62 0.219505
1334.68 0.279341
1334.74 0.354763
1334.80 0.445509
1334.83 0.499667
1334.86 0.557084
1334.89 0.619756
1334.92 0.687942
1334.95 0.764538
1334.98 0.844662
1335.00 0.930956
1335.03 1.02358
1335.06 1.12617
1335.09 1.23198
1335.12 1.34433
1335.15 1.46319
1335.18 1.59290
1335.21 1.72465
1335.24 1.86244
1335.27 2.00597
1335.30 2.16009
1335.33 2.31408
1335.38 2.63463
1335.57 3.73168
1335.62 4.00260
1335.67 4.25606
1335.72 4.49326
1335.76 4.70976
1335.80 4.87067
1335.84 5.00883
1335.88 5.12674
1335.92 5.22279
1335.95 5.28574
1335.98 5.33044
1336.01 5.35598
1336.02 5.36516
1336.02 5.36558
1336.03 5.36675
1336.03 5.36776
1336.03 5.36931
1336.04 5.37051
1336.05 5.37053
1336.05 5.37008
1336.05 5.36994
1336.06 5.36943
1336.06 5.36876
1336.07 5.36730
1336.08 5.36254
1336.10 5.34850
1336.13 5.30433
1336.17 5.22849
1336.22 5.12557
1336.26 4.96940
1336.31 4.78049
1336.36 4.56300
1336.41 4.32671
1336.47 3.98403
1336.54 3.62601
1336.66 2.88489
1336.73 2.52115
1336.76 2.34539
1336.79 2.18008
1336.82 2.01525
1336.85 1.86177
1336.89 1.71022
1336.92 1.57043
1336.95 1.41301
1336.99 1.26992
1337.03 1.13334
1337.06 1.01063
1337.10 0.894825
1337.14 0.791923
1337.17 0.695857
1337.21 0.611406
1337.25 0.533390
1337.28 0.465512
1337.32 0.403439
1337.36 0.349969
1337.39 0.301550
1337.43 0.260243
1337.47 0.223191
1337.50 0.191873
1337.54 0.164036
1337.57 0.140715
1337.61 0.120164
1337.65 0.103091
1337.68 0.0881681
1337.72 0.0758673
1337.76 0.0651946
1337.79 0.0564589
1337.83 0.0489288
1337.87 0.0428022
1337.90 0.0375493
1337.94 0.0332953
1337.98 0.0296617
1338.01 0.0267275
1338.09 0.0222064
1338.17 0.0185786
1338.26 0.0162325
1338.35 0.0146782
1338.44 0.0136222
1338.61 0.0122976
1338.79 0.0115451
1338.96 0.0111861
1339.14 0.0113533
1339.23 0.0117709
1339.31 0.0125381
1339.40 0.0138310
1339.49 0.0158332
1339.54 0.0173784
1339.59 0.0192962
1339.63 0.0216512
1339.68 0.0244497
1339.73 0.0278827
1339.78 0.0319762
1339.83 0.0368106
1339.88 0.0423418
1339.98 0.0563727
1340.07 0.0742729
1340.17 0.0964196
1340.27 0.122708
1340.40 0.165344
1340.54 0.211582
1340.67 0.256252
1340.74 0.276071
1340.81 0.293169
1340.88 0.307862
1340.96 0.317653
1341.02 0.321956
1341.05 0.322573
1341.06 0.322613
1341.06 0.322594
1341.07 0.322570
1341.07 0.322480
1341.08 0.322339
1341.09 0.321908
1341.15 0.318575
1341.23 0.307987
1341.31 0.291735
1341.42 0.261063
1341.54 0.224435
1341.76 0.147769
1341.90 0.108989
1341.96 0.0922997
1342.03 0.0774983
1342.09 0.0644281
1342.16 0.0534354
1342.22 0.0441985
1342.29 0.0365673
1342.35 0.0302810
1342.42 0.0253410
1342.48 0.0214554
1342.55 0.0184476
1342.61 0.0161256
1342.68 0.0144158
1342.74 0.0131557
1342.81 0.0122436
1342.90 0.0113822
1342.99 0.0108856
1343.18 0.0104945
1343.55 0.0106613
1343.92 0.0112588
1344.29 0.0123529
1344.47 0.0135042
1344.57 0.0145021
1344.66 0.0160134
1344.75 0.0184029
1344.80 0.0200538
1344.84 0.0221215
1344.89 0.0247689
1344.94 0.0280055
1344.98 0.0320239
1345.03 0.0369902
1345.07 0.0432442
1345.12 0.0507441
1345.17 0.0598594
1345.21 0.0708683
1345.26 0.0843908
1345.31 0.100189
1345.35 0.118880
1345.40 0.140833
1345.44 0.167027
1345.49 0.196731
1345.54 0.230828
1345.58 0.269661
1345.63 0.313529
1345.67 0.362680
1345.72 0.417288
1345.77 0.477436
1345.83 0.573348
1345.90 0.678402
1345.96 0.792927
1346.03 0.915289
1346.12 1.09942
1346.21 1.28438
1346.26 1.37676
1346.31 1.46396
1346.35 1.54657
1346.40 1.62323
1346.44 1.68112
1346.47 1.73332
1346.51 1.77919
1346.55 1.81815
1346.61 1.86254
1346.63 1.87591
1346.65 1.88262
1346.65 1.88381
1346.65 1.88419
1346.65 1.88567
1346.66 1.88672
1346.66 1.88897
1346.68 1.89324
1346.68 1.89400
1346.69 1.89467
1346.70 1.89628
1346.72 1.89674
1346.74 1.89422
1346.80 1.87750
1346.83 1.85559
1346.87 1.82670
1346.90 1.79805
1346.91 1.78534
1346.92 1.77873
1346.92 1.77536
1346.93 1.76732
1346.94 1.75907
1346.95 1.74314
1346.98 1.70219
1347.01 1.65733
1347.06 1.58771
1347.10 1.51211
1347.14 1.43171
1347.19 1.34965
1347.24 1.24742
1347.38 0.961974
1347.45 0.825903
1347.53 0.700454
1347.60 0.584362
1347.67 0.482238
1347.74 0.391829
1347.81 0.315596
1347.88 0.250800
1347.95 0.198275
1348.03 0.155307
1348.10 0.121753
1348.17 0.0952883
1348.24 0.0753529
1348.31 0.0601779
1348.38 0.0491435
1348.45 0.0413229
1348.52 0.0357595
1348.59 0.0317565
1348.66 0.0290158
1348.73 0.0271295
1348.79 0.0259088
1348.93 0.0246966
1349.20 0.0246316
1349.48 0.0257134
1350.02 0.0292340
1350.57 0.0343627
1350.86 0.0378539
1351.14 0.0420639
1351.43 0.0471834
1351.71 0.0534818
1352.00 0.0613497
1352.29 0.0713720
1352.57 0.0844530
1352.71 0.0925617
1352.86 0.102045
1353.04 0.116763
1353.22 0.135360
1353.31 0.146729
1353.40 0.160000
1353.50 0.175810
1353.59 0.195129
1353.60 0.198010
1353.63 0.205618
1353.72 0.231620
1353.80 0.265521
1353.85 0.286788
1353.89 0.311019
1353.93 0.340099
1353.98 0.373591
1354.02 0.414147
1354.06 0.461187
1354.11 0.518443
1354.15 0.585068
1354.19 0.666274
1354.24 0.760736
1354.26 0.815692
1354.28 0.875644
1354.30 0.941007
1354.32 1.00885
1354.35 1.10458
1354.38 1.21071
1354.41 1.32822
1354.43 1.45310
1354.46 1.59600
1354.49 1.75350
1354.51 1.92678
1354.54 2.10971
1354.57 2.31760
1354.59 2.54502
1354.62 2.79331
1354.65 3.05336
1354.67 3.34649
1354.70 3.66444
1354.73 4.00851
1354.75 4.36570
1354.78 4.73411
1354.80 5.12791
1354.83 5.54793
1354.85 5.97652
1354.88 6.45006
1354.90 6.93116
1354.93 7.46036
1354.95 7.99561
1354.97 8.58166
1355.00 9.19680
1355.02 9.84086
1355.05 10.4861
1355.07 11.1856
1355.10 11.8828
1355.12 12.6349
1355.15 13.3806
1355.17 14.2781
1355.20 15.2032
1355.23 16.1530
1355.26 17.0894
1355.31 19.0822
1355.37 21.0797
1355.41 22.5014
1355.41 22.6468
1355.42 23.0823
1355.43 23.4800
1355.47 24.6975
1355.50 25.8893
1355.55 27.5414
1355.60 29.0890
1355.64 30.1983
1355.68 31.2134
1355.73 32.3635
1355.77 33.3121
1355.81 33.8688
1355.85 34.2889
1355.87 34.5131
1355.89 34.6623
1355.93 34.7826
1355.94 34.7945
1355.95 34.7936
1355.96 34.7840
1355.97 34.7638
1355.99 34.6916
1356.03 34.4125
1356.07 33.9481
1356.11 33.3104
1356.14 32.7744
1356.17 32.1869
1356.21 31.1860
1356.25 30.0554
1356.30 28.8121
1356.34 27.4742
1356.37 26.2665
1356.41 25.0151
1356.48 22.4653
1356.56 19.4089
1356.65 16.4318
1356.71 14.5112
1356.73 13.5753
1356.76 12.7015
1356.79 11.8295
1356.82 11.0213
1356.85 10.2206
1356.88 9.48354
1356.90 8.95439
1356.92 8.44570
1356.94 7.95753
1356.96 7.48986
1356.98 7.04258
1357.00 6.61554
1357.02 6.20847
1357.04 5.83909
1357.06 5.47010
1357.09 5.12004
1357.11 4.78844
1357.13 4.48935
1357.15 4.19234
1357.17 3.91225
1357.19 3.64850
1357.21 3.41194
1357.23 3.17834
1357.25 2.95926
1357.27 2.75409
1357.29 2.56220
1357.31 2.38295
1357.34 2.21573
1357.36 2.05991
1357.38 1.91490
1357.40 1.78010
1357.42 1.65493
1357.44 1.53883
1357.46 1.43125
1357.48 1.33167
1357.50 1.23959
1357.54 1.07956
1357.58 0.945944
1357.62 0.831677
1357.66 0.734176
1357.70 0.651136
1357.74 0.580513
1357.78 0.520512
1357.82 0.469568
1357.86 0.427324
1357.90 0.390475
1357.94 0.359208
1357.98 0.332685
1358.02 0.310730
1358.10 0.275598
1358.18 0.251396
1358.27 0.234891
1358.35 0.226775
1358.43 0.226846
1358.52 0.235470
1358.60 0.253915
1358.68 0.283145
1358.73 0.302606
1358.77 0.325483
1358.81 0.351982
1358.85 0.381526
1358.91 0.432550
1358.97 0.492415
1359.03 0.561429
1359.09 0.638386
1359.13 0.693240
1359.17 0.751868
1359.21 0.814219
1359.25 0.880226
1359.29 0.949821
1359.33 1.02293
1359.41 1.17951
1359.44 1.26296
1359.48 1.34992
1359.52 1.44050
1359.56 1.53493
1359.60 1.63349
1359.64 1.73659
1359.68 1.84473
1359.72 1.95552
1359.78 2.14632
1359.81 2.26752
1359.85 2.39601
1359.88 2.49379
1359.89 2.56016
1359.90 2.57207
1359.90 2.57606
1359.90 2.59208
1359.90 2.60821
1359.91 2.63672
1359.93 2.72444
1359.94 2.74582
1359.94 2.75442
1359.94 2.77608
1359.95 2.79354
1359.96 2.83331
1359.96 2.85119
1359.97 2.87373
1359.97 2.89191
1359.98 2.93331
1359.99 2.97068
1360.00 3.05195
1360.04 3.21711
1360.07 3.39795
1360.10 3.58426
1360.15 3.88749
1360.20 4.20958
1360.25 4.55611
1360.30 4.92596
1360.35 5.30073
1360.40 5.69231
1360.49 6.50159
1360.58 7.33218
1360.63 7.73673
1360.68 8.11674
1360.72 8.48150
1360.77 8.81520
1360.82 9.11072
1360.86 9.36139
1360.91 9.55386
1360.95 9.69275
1361.00 9.77958
1361.02 9.80342
1361.03 9.80768
1361.04 9.81172
1361.05 9.81207
1361.06 9.80834
1361.06 9.80622
1361.07 9.80218
1361.08 9.79205
1361.09 9.77841
1361.11 9.75419
1361.13 9.70448
1361.17 9.58232
1361.21 9.40667
1361.25 9.18497
1361.30 8.92724
1361.34 8.64001
1361.38 8.32134
1361.42 7.97551
1361.45 7.61652
1361.49 7.25025
1361.57 6.48545
1361.65 5.69424
1361.72 4.92736
1361.76 4.56699
1361.79 4.22784
1361.83 3.89320
1361.87 3.58290
1361.90 3.28116
1361.94 3.00538
1361.98 2.74107
1362.01 2.50298
1362.05 2.27812
1362.09 2.07860
1362.12 1.89305
1362.16 1.73100
1362.20 1.58278
1362.23 1.45558
1362.27 1.34423
1362.30 1.24771
1362.33 1.18002
1362.36 1.12065
1362.39 1.06899
1362.42 1.02445
1362.46 0.972378
1362.50 0.932414
1362.54 0.901562
1362.58 0.878311
1362.62 0.861220
1362.66 0.848941
1362.74 0.833936
1362.87 0.818583
1362.93 0.810007
1362.95 0.805287
1362.96 0.803998
1362.96 0.802663
1362.97 0.801515
1362.97 0.801216
1362.97 0.800333
1362.99 0.796844
1363.00 0.793080
1363.03 0.783067
1363.07 0.771385
1363.12 0.751327
1363.16 0.727656
1363.24 0.685146
1363.31 0.636558
1363.38 0.582160
1363.45 0.525297
1363.60 0.408804
1363.67 0.352696
1363.74 0.300899
1363.81 0.257343
1363.88 0.218044
1363.94 0.183246
1364.01 0.153408
1364.07 0.127475
1364.14 0.105969
1364.20 0.0878649
1364.27 0.0733050
1364.33 0.0614011
1364.40 0.0519598
1364.47 0.0445637
1364.53 0.0389092
1364.60 0.0344917
1364.66 0.0311681
1364.73 0.0286000
1364.79 0.0266769
1364.93 0.0240421
1365.06 0.0224535
1365.32 0.0206422
1365.84 0.0186619
1366.45 0.0172154
1367.06 0.0162847
1367.66 0.0157334
1368.27 0.0156060
1368.66 0.0162786
1368.85 0.0172734
1369.04 0.0190271
1369.24 0.0217093
1369.43 0.0251658
1369.62 0.0288754
1369.82 0.0319751
1370.00 0.0335700
1370.04 0.0336692
1370.05 0.0336936
1370.08 0.0337109
1370.14 0.0336037
1370.29 0.0325168
1370.52 0.0293372
1370.75 0.0258952
1370.97 0.0234243
1371.08 0.0228423
1371.19 0.0227991
1371.30 0.0233420
1371.41 0.0245233
1371.52 0.0264206
1371.63 0.0290712
1371.74 0.0326290
1371.85 0.0372091
1371.96 0.0432376
1372.07 0.0512481
1372.18 0.0624400
1372.24 0.0697963
1372.29 0.0787539
1372.34 0.0882032
1372.39 0.0995169
1372.43 0.113077
1372.48 0.129318
1372.52 0.143551
1372.53 0.150061
1372.56 0.164193
1372.62 0.198028
1372.68 0.236003
1372.73 0.272022
1372.77 0.312534
1372.82 0.363269
1372.86 0.420111
1372.91 0.485993
1372.96 0.558578
1373.01 0.641251
1373.05 0.730705
1373.10 0.828530
1373.15 0.934484
1373.20 1.05060
1373.24 1.17132
1373.29 1.29803
1373.34 1.42951
1373.53 1.97395
1373.57 2.09812
1373.62 2.21377
1373.67 2.34294
1373.72 2.45816
1373.77 2.55662
1373.83 2.63582
1373.87 2.68639
1373.92 2.72004
1373.95 2.73522
1373.97 2.73853
1373.98 2.73984
1373.98 2.73996
1373.99 2.73995
1373.99 2.73989
1373.99 2.73976
1374.00 2.73925
1374.01 2.73732
1374.03 2.73016
1374.06 2.71665
1374.08 2.69833
1374.13 2.65254
1374.16 2.61323
1374.20 2.54881
1374.24 2.47495
1374.28 2.39129
1374.32 2.29901
1374.37 2.17085
1374.42 2.03625
1374.52 1.74815
1374.62 1.45557
1374.67 1.31476
1374.72 1.17913
1374.77 1.04764
1374.82 0.926658
1374.87 0.814382
1374.92 0.711365
1374.97 0.616112
1375.02 0.532381
1375.07 0.458018
1375.12 0.392658
1375.17 0.345431
1375.21 0.304551
1375.25 0.268465
1375.29 0.236818
1375.35 0.193344
1375.42 0.159802
1375.48 0.133629
1375.55 0.114242
1375.61 0.0997942
1375.68 0.0896712
1375.74 0.0826606
