
========================================================================
  HCPB  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 3.473363e-05   C = 2.307272e-05   C/A = 0.6643
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 3.6326e+01 eV   C = 6.6073e+01 eV
  Bins where C > A:  597 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
  1186     7.1016e+06     7.2669e+06     7.9705e-08     8.6514e-08     6.8083e-09     1.0854
  1187     7.2669e+06     7.4361e+06     7.9889e-08     8.7408e-08     7.5193e-09     1.0941
  1188     7.4361e+06     7.6091e+06     7.9776e-08     8.3837e-08     4.0609e-09     1.0509
  1189     7.6091e+06     7.7863e+06     7.8236e-08     8.5724e-08     7.4878e-09     1.0957
  1190     7.7863e+06     7.9675e+06     7.7289e-08     8.3761e-08     6.4713e-09     1.0837
  1191     7.9675e+06     8.1529e+06     8.3699e-08     8.7769e-08     4.0700e-09     1.0486
  1192     8.1529e+06     8.3427e+06     8.6367e-08     9.3523e-08     7.1558e-09     1.0829
  1193     8.3427e+06     8.5369e+06     9.1992e-08     1.0019e-07     8.1939e-09     1.0891
  1194     8.5369e+06     8.7356e+06     9.8047e-08     1.0399e-07     5.9393e-09     1.0606
  1195     8.7356e+06     8.9389e+06     1.1146e-07     1.1930e-07     7.8406e-09     1.0703
  1196     8.9389e+06     9.1470e+06     1.2349e-07     1.2895e-07     5.4650e-09     1.0443
  1197     9.1470e+06     9.3599e+06     1.3109e-07     1.4368e-07     1.2597e-08     1.0961
  1198     9.3599e+06     9.5777e+06     1.4300e-07     1.4828e-07     5.2791e-09     1.0369
  1199     9.5777e+06     9.8007e+06     1.4312e-07     1.5268e-07     9.5691e-09     1.0669
  1200     9.8007e+06     1.0029e+07     1.5569e-07     1.7050e-07     1.4811e-08     1.0951
  1201     1.0029e+07     1.0262e+07     1.8051e-07     1.9121e-07     1.0699e-08     1.0593
  1202     1.0262e+07     1.0501e+07     1.9657e-07     2.1204e-07     1.5476e-08     1.0787
  1203     1.0501e+07     1.0746e+07     2.1093e-07     2.2766e-07     1.6729e-08     1.0793
  1204     1.0746e+07     1.0996e+07     2.0756e-07     2.2499e-07     1.7433e-08     1.0840
  1205     1.0996e+07     1.1252e+07     2.2917e-07     2.4738e-07     1.8211e-08     1.0795
  1206     1.1252e+07     1.1513e+07     2.0770e-07     2.2755e-07     1.9842e-08     1.0955
  1207     1.1513e+07     1.1781e+07     2.0089e-07     2.1715e-07     1.6258e-08     1.0809
  1208     1.1781e+07     1.2056e+07     2.0989e-07     2.3373e-07     2.3833e-08     1.1135
  1209     1.2056e+07     1.2336e+07     2.7582e-07     2.9393e-07     1.8114e-08     1.0657
  1210     1.2336e+07     1.2623e+07     3.4716e-07     3.7187e-07     2.4717e-08     1.0712
  1211     1.2623e+07     1.2917e+07     4.5499e-07     4.8993e-07     3.4943e-08     1.0768
  1212     1.2917e+07     1.3218e+07     6.6462e-07     7.0722e-07     4.2600e-08     1.0641
  1213     1.3218e+07     1.3526e+07     8.4845e-07     9.0420e-07     5.5748e-08     1.0657
  1214     1.3526e+07     1.3840e+07     1.1711e-06     1.2717e-06     1.0055e-07     1.0859
  1215     1.3840e+07     1.4162e+07     6.0502e-06     6.6510e-06     6.0081e-07     1.0993
  1227     1.8241e+07     1.8666e+07     0.0000e+00     7.2962e-12     7.2962e-12        inf
  1229     1.9100e+07     1.9545e+07     0.0000e+00     3.1864e-12     3.1864e-12        inf

========================================================================
  DCLL  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 2.029099e-05   C = 2.057622e-05   C/A = 1.0141
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 2.5012e+04 eV   C = 2.4443e+04 eV
  Bins where C > A:  466 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
  --------------------------------------------------------------------------------
   571     5.0797e+00     5.1979e+00     1.4409e-12     1.3630e-11     1.2189e-11     9.4590
   582     6.5427e+00     6.6950e+00     3.1748e-09     1.8603e-08     1.5428e-08     5.8597
   593     8.4271e+00     8.6233e+00     1.6171e-12     8.9851e-12     7.3680e-12     5.5563
   599     9.6746e+00     9.8998e+00     9.6333e-13     7.1571e-12     6.1938e-12     7.4295
   602     1.0366e+01     1.0607e+01     1.3223e-12     6.3872e-12     5.0649e-12     4.8304
   609     1.2178e+01     1.2461e+01     7.8439e-13     3.6909e-12     2.9065e-12     4.7054
   614     1.3662e+01     1.3980e+01     9.4550e-13     4.9034e-12     3.9579e-12     5.1860
   619     1.5328e+01     1.5685e+01     1.4442e-12     3.0429e-11     2.8985e-11    21.0707
   624     1.7197e+01     1.7597e+01     3.1325e-12     2.4983e-11     2.1851e-11     7.9755
   630     1.9743e+01     2.0202e+01     7.3848e-11     1.6718e-10     9.3335e-11     2.2639
   633     2.1154e+01     2.1646e+01     6.5885e-10     3.2448e-09     2.5860e-09     4.9250
   638     2.3733e+01     2.4285e+01     1.3665e-11     1.5695e-11     2.0300e-12     1.1486
   639     2.4285e+01     2.4851e+01     1.0517e-11     3.3449e-11     2.2932e-11     3.1804
   640     2.4851e+01     2.5429e+01     9.0291e-12     3.3273e-11     2.4244e-11     3.6851
   643     2.6627e+01     2.7246e+01     6.5452e-12     7.1283e-12     5.8315e-13     1.0891
   644     2.7246e+01     2.7880e+01     7.5084e-12     9.9488e-12     2.4404e-12     1.3250
   646     2.8529e+01     2.9193e+01     8.5455e-12     1.0362e-11     1.8169e-12     1.2126
   647     2.9193e+01     2.9873e+01     9.8657e-12     2.8752e-11     1.8886e-11     2.9143
   649     3.0568e+01     3.1280e+01     1.4542e-11     1.6792e-11     2.2500e-12     1.1547
   651     3.2008e+01     3.2753e+01     2.3535e-11     4.1258e-11     1.7723e-11     1.7531
   652     3.2753e+01     3.3515e+01     3.2952e-11     4.3716e-11     1.0764e-11     1.3267
   655     3.5094e+01     3.5910e+01     3.6587e-10     5.2942e-10     1.6355e-10     1.4470
   660     3.9372e+01     4.0289e+01     4.6047e-11     7.2621e-11     2.6574e-11     1.5771
   661     4.0289e+01     4.1226e+01     2.7764e-11     8.0352e-11     5.2589e-11     2.8942
   662     4.1226e+01     4.2186e+01     1.8974e-11     2.3811e-11     4.8377e-12     1.2550
   665     4.4173e+01     4.5201e+01     1.2251e-11     3.0535e-11     1.8284e-11     2.4924
   667     4.6253e+01     4.7330e+01     7.1102e-12     1.5374e-11     8.2640e-12     2.1623
   669     4.8431e+01     4.9558e+01     6.7821e-12     8.0842e-12     1.3021e-12     1.1920
   671     5.0712e+01     5.1892e+01     5.0039e-12     6.9907e-12     1.9868e-12     1.3970
   672     5.1892e+01     5.3100e+01     4.9058e-12     6.8846e-12     1.9788e-12     1.4034
   673     5.3100e+01     5.4336e+01     5.1033e-12     5.4292e-12     3.2587e-13     1.0639
   674     5.4336e+01     5.5601e+01     5.5136e-12     1.5153e-11     9.6392e-12     2.7483
   677     5.8219e+01     5.9574e+01     9.3117e-12     1.3016e-11     3.7046e-12     1.3978
   679     6.0961e+01     6.2380e+01     2.0877e-11     3.8104e-11     1.7227e-11     1.8252
   680     6.2380e+01     6.3832e+01     7.5263e-11     9.1328e-11     1.6064e-11     1.2134
   684     6.8394e+01     6.9986e+01     4.3119e-11     4.5713e-11     2.5948e-12     1.0602
   686     7.1615e+01     7.3281e+01     1.6271e-11     2.7992e-11     1.1721e-11     1.7204
   688     7.4987e+01     7.6733e+01     7.7300e-12     9.0550e-12     1.3251e-12     1.1714
   689     7.6733e+01     7.8519e+01     8.9399e-12     1.3819e-11     4.8794e-12     1.5458
   693     8.4130e+01     8.6088e+01     8.3791e-12     1.3581e-11     5.2022e-12     1.6209
   694     8.6088e+01     8.8092e+01     7.6190e-12     1.0625e-11     3.0058e-12     1.3945
   695     8.8092e+01     9.0142e+01     2.2398e-10     3.7181e-10     1.4783e-10     1.6600
   696     9.0142e+01     9.2240e+01     1.1544e-11     1.2450e-11     9.0667e-13     1.0785
   698     9.4387e+01     9.6584e+01     2.5486e-11     3.0932e-11     5.4452e-12     1.2137
   699     9.6584e+01     9.8832e+01     6.1250e-11     8.6138e-11     2.4888e-11     1.4063
   700     9.8832e+01     1.0113e+02     2.2319e-10     2.9481e-10     7.1620e-11     1.3209
   703     1.0590e+02     1.0836e+02     6.9960e-11     1.1137e-10     4.1413e-11     1.5920
   704     1.0836e+02     1.1088e+02     3.6378e-11     5.8371e-11     2.1993e-11     1.6046
   705     1.1088e+02     1.1346e+02     4.6527e-11     8.2545e-11     3.6017e-11     1.7741
   706     1.1346e+02     1.1610e+02     2.3254e-10     2.7744e-10     4.4894e-11     1.1931
   708     1.1881e+02     1.2157e+02     6.6046e-11     6.9424e-11     3.3784e-12     1.0512
   709     1.2157e+02     1.2440e+02     1.8045e-11     3.1001e-11     1.2956e-11     1.7180
   710     1.2440e+02     1.2730e+02     4.2118e-11     5.2087e-11     9.9689e-12     1.2367
   711     1.2730e+02     1.3026e+02     6.9328e-12     7.6827e-12     7.4982e-13     1.1082
   712     1.3026e+02     1.3329e+02     1.1396e-11     1.3060e-11     1.6639e-12     1.1460
   713     1.3329e+02     1.3639e+02     1.5131e-11     1.7752e-11     2.6215e-12     1.1733
   714     1.3639e+02     1.3957e+02     4.9020e-12     5.4186e-12     5.1666e-13     1.1054
   715     1.3957e+02     1.4282e+02     4.9511e-12     7.3857e-12     2.4346e-12     1.4917
   720     1.5659e+02     1.6023e+02     3.2450e-11     4.5576e-11     1.3126e-11     1.4045
   722     1.6396e+02     1.6778e+02     4.4420e-09     5.7798e-09     1.3378e-09     1.3012
   723     1.6778e+02     1.7168e+02     1.5051e-11     1.5572e-11     5.2113e-13     1.0346
   725     1.7568e+02     1.7977e+02     2.8185e-11     3.1924e-11     3.7389e-12     1.1327
   726     1.7977e+02     1.8395e+02     6.0314e-11     7.5804e-11     1.5490e-11     1.2568
   727     1.8395e+02     1.8823e+02     4.6931e-10     4.8212e-10     1.2806e-11     1.0273
   731     2.0168e+02     2.0638e+02     1.5743e-10     2.0533e-10     4.7905e-11     1.3043
   732     2.0638e+02     2.1118e+02     2.1865e-08     3.1414e-08     9.5487e-09     1.4367
   733     2.1118e+02     2.1610e+02     1.6357e-10     1.6420e-10     6.2570e-13     1.0038
   736     2.2628e+02     2.3154e+02     2.8565e-11     3.4384e-11     5.8197e-12     1.2037
   737     2.3154e+02     2.3693e+02     2.3332e-09     4.4366e-09     2.1034e-09     1.9015
   738     2.3693e+02     2.4245e+02     1.5316e-08     1.7401e-08     2.0848e-09     1.1361
   739     2.4245e+02     2.4809e+02     2.4651e-10     3.3677e-10     9.0265e-11     1.3662
   742     2.5977e+02     2.6582e+02     4.1323e-10     5.2680e-10     1.1357e-10     1.2748
   743     2.6582e+02     2.7201e+02     7.0731e-11     7.7557e-11     6.8261e-12     1.0965
   749     3.0517e+02     3.1227e+02     1.3653e-09     1.7814e-09     4.1615e-10     1.3048
   751     3.1954e+02     3.2698e+02     4.7752e-11     6.6991e-11     1.9239e-11     1.4029
   755     3.5035e+02     3.5850e+02     4.0984e-10     4.5717e-10     4.7326e-11     1.1155
   756     3.5850e+02     3.6685e+02     1.8210e-11     2.0981e-11     2.7704e-12     1.1521
   758     3.7538e+02     3.8412e+02     1.4689e-09     1.8997e-09     4.3077e-10     1.2932
   762     4.1157e+02     4.2115e+02     2.0480e-10     3.0200e-10     9.7199e-11     1.4746
   763     4.2115e+02     4.3096e+02     2.1115e-11     2.6524e-11     5.4085e-12     1.2561
   764     4.3096e+02     4.4099e+02     1.0257e-08     1.0412e-08     1.5504e-10     1.0151
   765     4.4099e+02     4.5125e+02     1.0404e-10     1.1633e-10     1.2294e-11     1.1182
   766     4.5125e+02     4.6175e+02     6.7220e-10     9.3945e-10     2.6725e-10     1.3976
   768     4.7250e+02     4.8350e+02     4.9517e-09     5.3278e-09     3.7614e-10     1.0760
   769     4.8350e+02     4.9475e+02     1.3512e-09     1.9141e-09     5.6290e-10     1.4166
   770     4.9475e+02     5.0627e+02     1.7315e-10     1.8618e-10     1.3027e-11     1.0752
   771     5.0627e+02     5.1805e+02     6.5022e-09     8.5601e-09     2.0578e-09     1.3165
   772     5.1805e+02     5.3011e+02     1.5815e-08     1.9640e-08     3.8251e-09     1.2419
   774     5.4245e+02     5.5508e+02     2.6180e-10     3.2839e-10     6.6585e-11     1.2543
   776     5.6800e+02     5.8122e+02     1.9917e-08     2.2873e-08     2.9562e-09     1.1484
   777     5.8122e+02     5.9475e+02     9.0242e-09     9.8317e-09     8.0753e-10     1.0895
   779     6.0859e+02     6.2275e+02     1.8256e-08     2.3228e-08     4.9718e-09     1.2723
   780     6.2275e+02     6.3725e+02     8.3444e-09     9.8826e-09     1.5381e-09     1.1843
   786     7.1494e+02     7.3159e+02     3.3870e-09     3.6128e-09     2.2574e-10     1.0666
   789     7.6604e+02     7.8387e+02     3.4528e-09     3.7625e-09     3.0964e-10     1.0897
   791     8.0211e+02     8.2078e+02     4.3250e-09     5.0937e-09     7.6875e-10     1.1777
   793     8.3989e+02     8.5944e+02     4.8585e-08     5.8533e-08     9.9476e-09     1.2047
   794     8.5944e+02     8.7944e+02     6.4305e-09     7.6767e-09     1.2463e-09     1.1938
   795     8.7944e+02     8.9991e+02     9.2643e-10     9.7985e-10     5.3417e-11     1.0577
   799     9.6422e+02     9.8667e+02     2.1339e-09     2.3847e-09     2.5082e-10     1.1175
   802     1.0331e+03     1.0572e+03     2.4268e-08     2.4812e-08     5.4394e-10     1.0224
   803     1.0572e+03     1.0818e+03     4.7823e-09     5.2207e-09     4.3840e-10     1.0917
   804     1.0818e+03     1.1070e+03     2.0497e-08     2.1391e-08     8.9438e-10     1.0436
   806     1.1327e+03     1.1591e+03     2.5971e-08     2.6493e-08     5.2192e-10     1.0201
   807     1.1591e+03     1.1861e+03     5.0337e-08     5.2899e-08     2.5618e-09     1.0509
   812     1.3004e+03     1.3307e+03     5.7971e-09     6.5587e-09     7.6165e-10     1.1314
   813     1.3307e+03     1.3617e+03     2.1310e-09     2.2261e-09     9.5023e-11     1.0446
   816     1.4258e+03     1.4590e+03     2.9769e-08     3.3050e-08     3.2813e-09     1.1102
   817     1.4590e+03     1.4929e+03     2.4391e-08     2.5187e-08     7.9595e-10     1.0326
   819     1.5277e+03     1.5632e+03     1.1039e-08     1.1725e-08     6.8599e-10     1.0621
   821     1.5996e+03     1.6369e+03     2.7113e-08     3.0204e-08     3.0916e-09     1.1140
   824     1.7139e+03     1.7538e+03     1.4857e-08     1.4878e-08     2.0964e-11     1.0014
   826     1.7947e+03     1.8364e+03     1.6687e-08     1.6882e-08     1.9508e-10     1.0117
   829     1.9229e+03     1.9677e+03     1.1105e-08     1.1379e-08     2.7416e-10     1.0247
   832     2.0603e+03     2.1083e+03     3.6070e-08     3.6715e-08     6.4557e-10     1.0179
   833     2.1083e+03     2.1574e+03     4.4330e-08     4.5163e-08     8.3310e-10     1.0188
   835     2.2076e+03     2.2590e+03     8.4675e-09     8.7112e-09     2.4368e-10     1.0288
   837     2.3115e+03     2.3653e+03     5.1978e-08     5.3600e-08     1.6216e-09     1.0312
   841     2.5344e+03     2.5934e+03     6.0565e-08     6.0726e-08     1.6083e-10     1.0027
   844     2.7155e+03     2.7787e+03     4.9711e-08     5.0491e-08     7.8010e-10     1.0157
   845     2.7787e+03     2.8434e+03     3.6725e-08     3.7386e-08     6.6071e-10     1.0180
   849     3.0466e+03     3.1175e+03     4.4703e-08     4.7156e-08     2.4532e-09     1.0549
   850     3.1175e+03     3.1901e+03     5.7766e-08     5.9250e-08     1.4841e-09     1.0257
   851     3.1901e+03     3.2643e+03     4.9108e-08     4.9354e-08     2.4572e-10     1.0050
   852     3.2643e+03     3.3403e+03     8.2223e-08     8.3627e-08     1.4035e-09     1.0171
   853     3.3403e+03     3.4180e+03     4.8112e-08     4.8364e-08     2.5190e-10     1.0052
   857     3.6623e+03     3.7476e+03     5.6215e-08     5.7127e-08     9.1203e-10     1.0162
   858     3.7476e+03     3.8348e+03     3.6755e-08     3.7858e-08     1.1033e-09     1.0300
   859     3.8348e+03     3.9240e+03     5.8461e-08     6.3183e-08     4.7221e-09     1.0808
   860     3.9240e+03     4.0154e+03     3.8422e-08     3.8515e-08     9.2254e-11     1.0024
   861     4.0154e+03     4.1088e+03     4.3738e-08     4.5280e-08     1.5416e-09     1.0352
   862     4.1088e+03     4.2045e+03     5.0399e-08     5.0998e-08     5.9931e-10     1.0119
   863     4.2045e+03     4.3023e+03     3.7556e-08     3.9868e-08     2.3122e-09     1.0616
   864     4.3023e+03     4.4025e+03     5.8577e-08     6.0821e-08     2.2434e-09     1.0383
   865     4.4025e+03     4.5049e+03     2.9029e-08     3.0089e-08     1.0606e-09     1.0365
   869     4.8269e+03     4.9392e+03     6.7524e-08     7.0977e-08     3.4526e-09     1.0511
   871     5.0542e+03     5.1719e+03     5.5168e-08     5.6003e-08     8.3489e-10     1.0151
   872     5.1719e+03     5.2922e+03     5.2812e-08     5.5187e-08     2.3749e-09     1.0450
   874     5.4154e+03     5.5415e+03     6.5920e-08     6.6083e-08     1.6310e-10     1.0025
   875     5.5415e+03     5.6704e+03     5.0341e-08     5.4260e-08     3.9191e-09     1.0779
   877     5.8024e+03     5.9375e+03     7.0823e-08     7.2413e-08     1.5901e-09     1.0225
   878     5.9375e+03     6.0757e+03     7.1515e-08     7.5234e-08     3.7187e-09     1.0520
   880     6.2171e+03     6.3618e+03     6.3145e-08     6.6613e-08     3.4685e-09     1.0549
   881     6.3618e+03     6.5099e+03     5.2612e-08     5.3494e-08     8.8181e-10     1.0168
   882     6.5099e+03     6.6614e+03     4.6932e-08     4.9044e-08     2.1124e-09     1.0450
   884     6.8165e+03     6.9751e+03     8.1962e-08     8.3200e-08     1.2388e-09     1.0151
   886     7.1375e+03     7.3036e+03     5.9541e-08     6.0920e-08     1.3788e-09     1.0232
   887     7.3036e+03     7.4736e+03     4.9149e-08     4.9240e-08     9.0539e-11     1.0018
   888     7.4736e+03     7.6475e+03     4.6139e-08     4.6352e-08     2.1313e-10     1.0046
   890     7.8255e+03     8.0077e+03     4.9116e-08     5.0837e-08     1.7216e-09     1.0351
   892     8.1941e+03     8.3848e+03     4.9737e-08     5.1423e-08     1.6858e-09     1.0339
   893     8.3848e+03     8.5800e+03     5.2771e-08     5.3174e-08     4.0257e-10     1.0076
   894     8.5800e+03     8.7797e+03     5.3701e-08     5.3782e-08     8.0572e-11     1.0015
   895     8.7797e+03     8.9840e+03     6.7246e-08     6.7557e-08     3.1148e-10     1.0046
   896     8.9840e+03     9.1931e+03     8.3907e-08     8.4220e-08     3.1231e-10     1.0037
   897     9.1931e+03     9.4071e+03     4.3939e-08     4.4529e-08     5.9031e-10     1.0134
   898     9.4071e+03     9.6261e+03     8.3942e-08     8.6482e-08     2.5396e-09     1.0303
   899     9.6261e+03     9.8501e+03     7.1956e-08     7.3376e-08     1.4201e-09     1.0197
   900     9.8501e+03     1.0079e+04     8.1537e-08     8.5130e-08     3.5928e-09     1.0441
   902     1.0314e+04     1.0554e+04     7.3381e-08     7.4905e-08     1.5236e-09     1.0208
   903     1.0554e+04     1.0800e+04     6.9635e-08     7.1242e-08     1.6073e-09     1.0231
   904     1.0800e+04     1.1051e+04     7.7572e-08     8.0135e-08     2.5633e-09     1.0330
   905     1.1051e+04     1.1308e+04     8.5914e-08     8.7066e-08     1.1526e-09     1.0134
   906     1.1308e+04     1.1572e+04     8.5446e-08     8.7918e-08     2.4723e-09     1.0289
   907     1.1572e+04     1.1841e+04     7.6720e-08     7.8739e-08     2.0184e-09     1.0263
   908     1.1841e+04     1.2116e+04     7.9634e-08     8.2239e-08     2.6046e-09     1.0327
   909     1.2116e+04     1.2398e+04     8.4404e-08     8.4678e-08     2.7406e-10     1.0032
   911     1.2687e+04     1.2982e+04     9.8177e-08     1.0004e-07     1.8671e-09     1.0190
   912     1.2982e+04     1.3285e+04     9.2980e-08     9.4634e-08     1.6537e-09     1.0178
   913     1.3285e+04     1.3594e+04     1.0097e-07     1.0216e-07     1.1871e-09     1.0118
   914     1.3594e+04     1.3910e+04     1.1396e-07     1.1718e-07     3.2198e-09     1.0283
   917     1.4565e+04     1.4904e+04     9.1953e-08     9.2715e-08     7.6217e-10     1.0083
   918     1.4904e+04     1.5251e+04     1.0113e-07     1.0558e-07     4.4521e-09     1.0440
   919     1.5251e+04     1.5606e+04     8.7042e-08     8.9841e-08     2.7990e-09     1.0322
   920     1.5606e+04     1.5969e+04     1.0053e-07     1.0346e-07     2.9270e-09     1.0291
   921     1.5969e+04     1.6341e+04     9.8774e-08     1.0081e-07     2.0376e-09     1.0206
   922     1.6341e+04     1.6721e+04     1.0258e-07     1.0274e-07     1.5886e-10     1.0015
   923     1.6721e+04     1.7111e+04     8.4469e-08     8.5458e-08     9.8865e-10     1.0117
   924     1.7111e+04     1.7509e+04     1.0142e-07     1.0397e-07     2.5534e-09     1.0252
   925     1.7509e+04     1.7916e+04     1.0924e-07     1.1337e-07     4.1271e-09     1.0378
   926     1.7916e+04     1.8333e+04     1.1349e-07     1.1443e-07     9.3267e-10     1.0082
   927     1.8333e+04     1.8760e+04     9.2644e-08     9.4295e-08     1.6508e-09     1.0178
   928     1.8760e+04     1.9197e+04     1.0794e-07     1.1084e-07     2.8947e-09     1.0268
   929     1.9197e+04     1.9644e+04     1.1540e-07     1.1774e-07     2.3420e-09     1.0203
   930     1.9644e+04     2.0101e+04     9.5859e-08     9.7038e-08     1.1791e-09     1.0123
   931     2.0101e+04     2.0569e+04     1.1144e-07     1.1421e-07     2.7689e-09     1.0248
   932     2.0569e+04     2.1048e+04     1.1325e-07     1.1441e-07     1.1544e-09     1.0102
   933     2.1048e+04     2.1537e+04     1.1626e-07     1.1891e-07     2.6513e-09     1.0228
   934     2.1537e+04     2.2039e+04     1.1971e-07     1.2051e-07     8.0421e-10     1.0067
   935     2.2039e+04     2.2552e+04     1.2128e-07     1.2426e-07     2.9730e-09     1.0245
   936     2.2552e+04     2.3077e+04     1.2803e-07     1.2847e-07     4.4215e-10     1.0035
   937     2.3077e+04     2.3614e+04     1.3948e-07     1.4222e-07     2.7403e-09     1.0196
   938     2.3614e+04     2.4163e+04     1.5184e-07     1.5585e-07     4.0104e-09     1.0264
   939     2.4163e+04     2.4726e+04     1.5884e-07     1.6384e-07     4.9990e-09     1.0315
   940     2.4726e+04     2.5301e+04     1.6120e-07     1.6269e-07     1.4814e-09     1.0092
   941     2.5301e+04     2.5890e+04     1.2240e-07     1.2478e-07     2.3738e-09     1.0194
   942     2.5890e+04     2.6493e+04     1.1143e-07     1.1234e-07     9.0038e-10     1.0081
   943     2.6493e+04     2.7109e+04     7.6379e-08     7.7931e-08     1.5516e-09     1.0203
   944     2.7109e+04     2.7740e+04     4.9001e-08     5.0586e-08     1.5846e-09     1.0323
   945     2.7740e+04     2.8386e+04     4.3793e-08     4.4479e-08     6.8533e-10     1.0156
   946     2.8386e+04     2.9047e+04     5.5859e-08     5.7204e-08     1.3443e-09     1.0241
   947     2.9047e+04     2.9723e+04     6.3567e-08     6.6370e-08     2.8033e-09     1.0441
   948     2.9723e+04     3.0415e+04     7.3304e-08     7.6278e-08     2.9742e-09     1.0406
   949     3.0415e+04     3.1123e+04     7.9208e-08     8.2822e-08     3.6140e-09     1.0456
   950     3.1123e+04     3.1847e+04     8.3869e-08     8.4939e-08     1.0705e-09     1.0128
   951     3.1847e+04     3.2588e+04     8.8720e-08     9.0710e-08     1.9895e-09     1.0224
   952     3.2588e+04     3.3347e+04     9.1545e-08     9.3936e-08     2.3906e-09     1.0261
   953     3.3347e+04     3.4123e+04     9.4981e-08     9.6886e-08     1.9054e-09     1.0201
   954     3.4123e+04     3.4917e+04     9.7722e-08     1.0065e-07     2.9270e-09     1.0300
   955     3.4917e+04     3.5730e+04     1.0115e-07     1.0240e-07     1.2570e-09     1.0124
   956     3.5730e+04     3.6562e+04     9.6246e-08     9.9369e-08     3.1232e-09     1.0325
   957     3.6562e+04     3.7413e+04     1.0398e-07     1.0604e-07     2.0655e-09     1.0199
   958     3.7413e+04     3.8284e+04     9.9715e-08     1.0179e-07     2.0706e-09     1.0208
   959     3.8284e+04     3.9175e+04     1.1174e-07     1.1395e-07     2.2082e-09     1.0198
   960     3.9175e+04     4.0086e+04     1.2296e-07     1.2537e-07     2.4116e-09     1.0196
   961     4.0086e+04     4.1019e+04     1.2602e-07     1.2900e-07     2.9830e-09     1.0237
   962     4.1019e+04     4.1974e+04     7.9959e-08     8.1544e-08     1.5850e-09     1.0198
   963     4.1974e+04     4.2951e+04     8.7920e-08     8.9880e-08     1.9608e-09     1.0223
   964     4.2951e+04     4.3951e+04     9.8385e-08     1.0061e-07     2.2287e-09     1.0227
   965     4.3951e+04     4.4974e+04     1.0449e-07     1.0741e-07     2.9218e-09     1.0280
   966     4.4974e+04     4.6021e+04     1.0819e-07     1.1065e-07     2.4615e-09     1.0228
   967     4.6021e+04     4.7092e+04     1.1152e-07     1.1439e-07     2.8687e-09     1.0257
   968     4.7092e+04     4.8188e+04     1.0320e-07     1.0655e-07     3.3526e-09     1.0325
   969     4.8188e+04     4.9310e+04     1.1119e-07     1.1393e-07     2.7488e-09     1.0247
   970     4.9310e+04     5.0457e+04     1.0176e-07     1.0526e-07     3.4992e-09     1.0344
   971     5.0457e+04     5.1632e+04     9.5855e-08     9.8134e-08     2.2796e-09     1.0238
   972     5.1632e+04     5.2834e+04     8.9003e-08     9.1425e-08     2.4218e-09     1.0272
   973     5.2834e+04     5.4063e+04     8.0258e-08     8.2586e-08     2.3275e-09     1.0290
   974     5.4063e+04     5.5322e+04     6.6085e-08     6.9119e-08     3.0341e-09     1.0459
   975     5.5322e+04     5.6609e+04     5.6336e-08     5.7054e-08     7.1819e-10     1.0127
   976     5.6609e+04     5.7927e+04     7.8511e-08     7.9919e-08     1.4082e-09     1.0179
   977     5.7927e+04     5.9275e+04     8.4657e-08     8.6267e-08     1.6098e-09     1.0190
   978     5.9275e+04     6.0655e+04     8.6709e-08     8.7248e-08     5.3864e-10     1.0062
   979     6.0655e+04     6.2067e+04     8.7161e-08     8.7968e-08     8.0750e-10     1.0093
   980     6.2067e+04     6.3511e+04     8.8256e-08     9.0404e-08     2.1482e-09     1.0243
   981     6.3511e+04     6.4990e+04     9.0857e-08     9.2909e-08     2.0522e-09     1.0226
   982     6.4990e+04     6.6502e+04     9.2408e-08     9.3377e-08     9.6943e-10     1.0105
   983     6.6502e+04     6.8050e+04     9.2338e-08     9.4893e-08     2.5553e-09     1.0277
   984     6.8050e+04     6.9634e+04     9.8552e-08     1.0188e-07     3.3240e-09     1.0337
   985     6.9634e+04     7.1255e+04     8.7530e-08     8.8907e-08     1.3768e-09     1.0157
   986     7.1255e+04     7.2914e+04     8.2169e-08     8.3557e-08     1.3874e-09     1.0169
   987     7.2914e+04     7.4611e+04     7.0586e-08     7.2111e-08     1.5252e-09     1.0216
   988     7.4611e+04     7.6347e+04     8.4632e-08     8.7314e-08     2.6816e-09     1.0317
   989     7.6347e+04     7.8124e+04     6.6603e-08     6.9320e-08     2.7174e-09     1.0408
   990     7.8124e+04     7.9943e+04     5.0048e-08     5.1702e-08     1.6533e-09     1.0330
   991     7.9943e+04     8.1803e+04     7.7177e-08     7.9207e-08     2.0300e-09     1.0263
   992     8.1803e+04     8.3707e+04     5.8946e-08     5.9922e-08     9.7682e-10     1.0166
   993     8.3707e+04     8.5656e+04     5.4391e-08     5.6054e-08     1.6629e-09     1.0306
   994     8.5656e+04     8.7650e+04     6.1073e-08     6.2887e-08     1.8136e-09     1.0297
