
========================================================================
  HCPB  |  0.1 kg/m³
========================================================================

  Total (n,gamma) rate:  A = 3.473363e-05   C = 2.307272e-05   C/A = 0.6643
  Flux mode energy:     A = 1.4000e+07 eV   C = 1.4000e+07 eV
  (n,gamma) mode energy: A = 3.6326e+01 eV   C = 6.6073e+01 eV
  Bins where C > A:  597 / 1231

   Bin      E_lo [eV]      E_hi [eV]         Rate A         Rate C          C - A        C/A
   995     8.7650e+04     8.9690e+04     6.7468e-08     6.8860e-08     1.3923e-09     1.0206
   996     8.9690e+04     9.1777e+04     6.2930e-08     6.4754e-08     1.8233e-09     1.0290
   997     9.1777e+04     9.3913e+04     6.7755e-08     6.9482e-08     1.7268e-09     1.0255
   998     9.3913e+04     9.6099e+04     6.5431e-08     6.7513e-08     2.0825e-09     1.0318
   999     9.6099e+04     9.8336e+04     6.4676e-08     6.5954e-08     1.2780e-09     1.0198
  1000     9.8336e+04     1.0063e+05     6.5256e-08     6.7166e-08     1.9100e-09     1.0293
  1001     1.0063e+05     1.0297e+05     6.8449e-08     6.9956e-08     1.5067e-09     1.0220
  1002     1.0297e+05     1.0536e+05     6.8622e-08     7.0570e-08     1.9480e-09     1.0284
  1003     1.0536e+05     1.0782e+05     7.2142e-08     7.4311e-08     2.1690e-09     1.0301
  1004     1.0782e+05     1.1033e+05     7.3810e-08     7.5788e-08     1.9776e-09     1.0268
  1005     1.1033e+05     1.1289e+05     7.4109e-08     7.6525e-08     2.4155e-09     1.0326
  1006     1.1289e+05     1.1552e+05     7.2302e-08     7.4358e-08     2.0567e-09     1.0284
  1007     1.1552e+05     1.1821e+05     6.0882e-08     6.2151e-08     1.2688e-09     1.0208
  1008     1.1821e+05     1.2096e+05     7.3990e-08     7.6333e-08     2.3428e-09     1.0317
  1009     1.2096e+05     1.2378e+05     7.5438e-08     7.8306e-08     2.8679e-09     1.0380
  1010     1.2378e+05     1.2666e+05     6.9690e-08     7.2433e-08     2.7430e-09     1.0394
  1011     1.2666e+05     1.2961e+05     6.6545e-08     6.8345e-08     1.8000e-09     1.0271
  1012     1.2961e+05     1.3262e+05     6.9516e-08     7.1271e-08     1.7549e-09     1.0252
  1013     1.3262e+05     1.3571e+05     8.0400e-08     8.3279e-08     2.8796e-09     1.0358
  1014     1.3571e+05     1.3887e+05     6.9582e-08     7.1778e-08     2.1959e-09     1.0316
  1015     1.3887e+05     1.4210e+05     4.4614e-08     4.6475e-08     1.8613e-09     1.0417
  1016     1.4210e+05     1.4541e+05     5.2719e-08     5.4291e-08     1.5728e-09     1.0298
  1017     1.4541e+05     1.4879e+05     5.7238e-08     5.9476e-08     2.2381e-09     1.0391
  1018     1.4879e+05     1.5226e+05     5.1895e-08     5.3376e-08     1.4816e-09     1.0285
  1019     1.5226e+05     1.5580e+05     5.9721e-08     6.1485e-08     1.7633e-09     1.0295
  1020     1.5580e+05     1.5943e+05     6.0818e-08     6.3554e-08     2.7358e-09     1.0450
  1021     1.5943e+05     1.6314e+05     5.8972e-08     6.0856e-08     1.8845e-09     1.0320
  1022     1.6314e+05     1.6693e+05     5.5139e-08     5.7461e-08     2.3217e-09     1.0421
  1023     1.6693e+05     1.7082e+05     4.3010e-08     4.4293e-08     1.2838e-09     1.0298
  1024     1.7082e+05     1.7480e+05     3.7876e-08     3.9341e-08     1.4651e-09     1.0387
  1025     1.7480e+05     1.7886e+05     3.7003e-08     3.7865e-08     8.6229e-10     1.0233
  1026     1.7886e+05     1.8303e+05     3.2308e-08     3.3351e-08     1.0427e-09     1.0323
  1027     1.8303e+05     1.8729e+05     2.8252e-08     2.8812e-08     5.6003e-10     1.0198
  1028     1.8729e+05     1.9165e+05     2.2092e-08     2.2766e-08     6.7371e-10     1.0305
  1029     1.9165e+05     1.9611e+05     2.4685e-08     2.5558e-08     8.7313e-10     1.0354
  1030     1.9611e+05     2.0067e+05     2.5322e-08     2.6123e-08     8.0111e-10     1.0316
  1031     2.0067e+05     2.0534e+05     2.6722e-08     2.7706e-08     9.8367e-10     1.0368
  1032     2.0534e+05     2.1012e+05     2.8756e-08     2.9786e-08     1.0296e-09     1.0358
  1033     2.1012e+05     2.1501e+05     2.7122e-08     2.7657e-08     5.3494e-10     1.0197
  1034     2.1501e+05     2.2002e+05     2.9392e-08     3.0546e-08     1.1543e-09     1.0393
  1035     2.2002e+05     2.2514e+05     2.3644e-08     2.4567e-08     9.2327e-10     1.0390
  1036     2.2514e+05     2.3038e+05     2.5208e-08     2.6530e-08     1.3220e-09     1.0524
  1037     2.3038e+05     2.3574e+05     2.5625e-08     2.7002e-08     1.3773e-09     1.0537
  1038     2.3574e+05     2.4123e+05     2.5591e-08     2.6562e-08     9.7113e-10     1.0379
  1039     2.4123e+05     2.4684e+05     2.5340e-08     2.6246e-08     9.0566e-10     1.0357
  1040     2.4684e+05     2.5259e+05     2.5833e-08     2.6942e-08     1.1090e-09     1.0429
  1041     2.5259e+05     2.5847e+05     3.0360e-08     3.1728e-08     1.3682e-09     1.0451
  1042     2.5847e+05     2.6448e+05     3.1140e-08     3.2241e-08     1.1009e-09     1.0354
  1043     2.6448e+05     2.7064e+05     3.3428e-08     3.4827e-08     1.3987e-09     1.0418
  1044     2.7064e+05     2.7694e+05     3.4842e-08     3.6392e-08     1.5496e-09     1.0445
  1045     2.7694e+05     2.8339e+05     3.1361e-08     3.2979e-08     1.6188e-09     1.0516
  1046     2.8339e+05     2.8998e+05     3.8704e-08     4.0115e-08     1.4112e-09     1.0365
  1047     2.8998e+05     2.9673e+05     4.4874e-08     4.6263e-08     1.3885e-09     1.0309
  1048     2.9673e+05     3.0364e+05     5.1659e-08     5.3649e-08     1.9901e-09     1.0385
  1049     3.0364e+05     3.1071e+05     5.4743e-08     5.6661e-08     1.9181e-09     1.0350
  1050     3.1071e+05     3.1794e+05     5.0117e-08     5.1900e-08     1.7828e-09     1.0356
  1051     3.1794e+05     3.2534e+05     4.0344e-08     4.1735e-08     1.3901e-09     1.0345
  1052     3.2534e+05     3.3291e+05     5.2709e-08     5.4687e-08     1.9787e-09     1.0375
  1053     3.3291e+05     3.4066e+05     5.9078e-08     6.1979e-08     2.9011e-09     1.0491
  1054     3.4066e+05     3.4859e+05     7.0996e-08     7.2945e-08     1.9495e-09     1.0275
  1055     3.4859e+05     3.5670e+05     4.7180e-08     4.9362e-08     2.1819e-09     1.0462
  1056     3.5670e+05     3.6500e+05     4.5620e-08     4.7287e-08     1.6668e-09     1.0365
  1057     3.6500e+05     3.7350e+05     5.5780e-08     5.7829e-08     2.0487e-09     1.0367
  1058     3.7350e+05     3.8219e+05     5.8859e-08     6.1181e-08     2.3217e-09     1.0394
  1059     3.8219e+05     3.9109e+05     4.6639e-08     4.8064e-08     1.4249e-09     1.0306
  1060     3.9109e+05     4.0019e+05     5.4148e-08     5.5746e-08     1.5979e-09     1.0295
  1061     4.0019e+05     4.0951e+05     4.9000e-08     5.0717e-08     1.7168e-09     1.0350
  1062     4.0951e+05     4.1904e+05     5.0612e-08     5.1955e-08     1.3427e-09     1.0265
  1063     4.1904e+05     4.2879e+05     5.4738e-08     5.6679e-08     1.9408e-09     1.0355
  1064     4.2879e+05     4.3877e+05     5.7473e-08     5.8811e-08     1.3382e-09     1.0233
  1065     4.3877e+05     4.4899e+05     5.7000e-08     5.8269e-08     1.2691e-09     1.0223
  1066     4.4899e+05     4.5944e+05     5.9627e-08     6.1544e-08     1.9170e-09     1.0321
  1067     4.5944e+05     4.7013e+05     6.5869e-08     6.7503e-08     1.6340e-09     1.0248
  1068     4.7013e+05     4.8107e+05     5.3174e-08     5.4748e-08     1.5741e-09     1.0296
  1069     4.8107e+05     4.9227e+05     5.9927e-08     6.1668e-08     1.7411e-09     1.0291
  1070     4.9227e+05     5.0373e+05     7.2243e-08     7.4197e-08     1.9544e-09     1.0271
  1071     5.0373e+05     5.1545e+05     6.9924e-08     7.1666e-08     1.7426e-09     1.0249
  1072     5.1545e+05     5.2745e+05     6.2680e-08     6.3974e-08     1.2937e-09     1.0206
  1073     5.2745e+05     5.3973e+05     5.0707e-08     5.2174e-08     1.4674e-09     1.0289
  1074     5.3973e+05     5.5229e+05     6.2905e-08     6.5152e-08     2.2465e-09     1.0357
  1075     5.5229e+05     5.6514e+05     5.7581e-08     6.0014e-08     2.4338e-09     1.0423
  1076     5.6514e+05     5.7830e+05     5.6124e-08     5.8062e-08     1.9379e-09     1.0345
  1077     5.7830e+05     5.9176e+05     6.7615e-08     7.0050e-08     2.4348e-09     1.0360
  1078     5.9176e+05     6.0553e+05     7.2301e-08     7.4741e-08     2.4402e-09     1.0338
  1079     6.0553e+05     6.1963e+05     6.4875e-08     6.7250e-08     2.3752e-09     1.0366
  1080     6.1963e+05     6.3405e+05     6.7223e-08     6.9159e-08     1.9364e-09     1.0288
  1081     6.3405e+05     6.4881e+05     5.7419e-08     5.9352e-08     1.9338e-09     1.0337
  1082     6.4881e+05     6.6391e+05     5.8084e-08     6.0184e-08     2.1000e-09     1.0362
  1083     6.6391e+05     6.7936e+05     5.8797e-08     6.0615e-08     1.8176e-09     1.0309
  1084     6.7936e+05     6.9517e+05     7.0683e-08     7.2851e-08     2.1688e-09     1.0307
  1085     6.9517e+05     7.1136e+05     7.3411e-08     7.6690e-08     3.2786e-09     1.0447
  1086     7.1136e+05     7.2791e+05     5.1821e-08     5.3860e-08     2.0391e-09     1.0393
  1087     7.2791e+05     7.4486e+05     5.1863e-08     5.3550e-08     1.6874e-09     1.0325
  1088     7.4486e+05     7.6219e+05     4.9868e-08     5.1555e-08     1.6877e-09     1.0338
  1089     7.6219e+05     7.7993e+05     4.8038e-08     4.9872e-08     1.8333e-09     1.0382
  1090     7.7993e+05     7.9809e+05     5.2043e-08     5.4306e-08     2.2629e-09     1.0435
  1091     7.9809e+05     8.1666e+05     4.9754e-08     5.1460e-08     1.7058e-09     1.0343
  1092     8.1666e+05     8.3567e+05     4.1722e-08     4.3042e-08     1.3199e-09     1.0316
  1093     8.3567e+05     8.5512e+05     4.7212e-08     4.8961e-08     1.7489e-09     1.0370
  1094     8.5512e+05     8.7503e+05     4.6625e-08     4.8161e-08     1.5357e-09     1.0329
  1095     8.7503e+05     8.9539e+05     5.0123e-08     5.1300e-08     1.1763e-09     1.0235
  1096     8.9539e+05     9.1623e+05     4.9124e-08     5.0546e-08     1.4225e-09     1.0290
  1097     9.1623e+05     9.3756e+05     4.9383e-08     5.1561e-08     2.1774e-09     1.0441
  1098     9.3756e+05     9.5938e+05     4.6690e-08     4.8328e-08     1.6375e-09     1.0351
  1099     9.5938e+05     9.8171e+05     4.6155e-08     4.7543e-08     1.3873e-09     1.0301
  1100     9.8171e+05     1.0046e+06     4.2268e-08     4.3548e-08     1.2795e-09     1.0303
  1101     1.0046e+06     1.0279e+06     4.5483e-08     4.7569e-08     2.0859e-09     1.0459
  1102     1.0279e+06     1.0519e+06     3.9165e-08     4.0109e-08     9.4397e-10     1.0241
  1103     1.0519e+06     1.0764e+06     4.0291e-08     4.1755e-08     1.4634e-09     1.0363
  1104     1.0764e+06     1.1014e+06     4.3886e-08     4.5002e-08     1.1159e-09     1.0254
  1105     1.1014e+06     1.1270e+06     3.8970e-08     4.0311e-08     1.3411e-09     1.0344
  1106     1.1270e+06     1.1533e+06     3.6078e-08     3.7190e-08     1.1115e-09     1.0308
  1107     1.1533e+06     1.1801e+06     3.5454e-08     3.6893e-08     1.4390e-09     1.0406
  1108     1.1801e+06     1.2076e+06     3.1391e-08     3.2164e-08     7.7247e-10     1.0246
  1109     1.2076e+06     1.2357e+06     3.0001e-08     3.0942e-08     9.4140e-10     1.0314
  1110     1.2357e+06     1.2645e+06     2.6713e-08     2.7769e-08     1.0560e-09     1.0395
  1111     1.2645e+06     1.2939e+06     2.4484e-08     2.5323e-08     8.3899e-10     1.0343
  1112     1.2939e+06     1.3240e+06     2.4801e-08     2.5733e-08     9.3207e-10     1.0376
  1113     1.3240e+06     1.3548e+06     2.4153e-08     2.4824e-08     6.7066e-10     1.0278
  1114     1.3548e+06     1.3864e+06     2.3182e-08     2.3964e-08     7.8171e-10     1.0337
  1115     1.3864e+06     1.4186e+06     2.0767e-08     2.1463e-08     6.9522e-10     1.0335
  1116     1.4186e+06     1.4516e+06     2.0109e-08     2.0808e-08     6.9930e-10     1.0348
  1117     1.4516e+06     1.4854e+06     1.7314e-08     1.7923e-08     6.0847e-10     1.0351
  1118     1.4854e+06     1.5200e+06     1.7293e-08     1.8005e-08     7.1217e-10     1.0412
  1119     1.5200e+06     1.5554e+06     1.5753e-08     1.6658e-08     9.0482e-10     1.0574
  1120     1.5554e+06     1.5916e+06     1.5480e-08     1.6165e-08     6.8463e-10     1.0442
  1121     1.5916e+06     1.6286e+06     1.3261e-08     1.3768e-08     5.0721e-10     1.0382
  1122     1.6286e+06     1.6665e+06     1.3896e-08     1.4360e-08     4.6456e-10     1.0334
  1123     1.6665e+06     1.7053e+06     1.3056e-08     1.3504e-08     4.4839e-10     1.0343
  1124     1.7053e+06     1.7450e+06     1.2164e-08     1.2697e-08     5.3234e-10     1.0438
  1125     1.7450e+06     1.7856e+06     1.1314e-08     1.1751e-08     4.3773e-10     1.0387
  1126     1.7856e+06     1.8272e+06     1.1230e-08     1.1642e-08     4.1187e-10     1.0367
  1127     1.8272e+06     1.8697e+06     9.2915e-09     9.5719e-09     2.8035e-10     1.0302
  1128     1.8697e+06     1.9133e+06     9.4822e-09     9.8496e-09     3.6741e-10     1.0387
  1129     1.9133e+06     1.9578e+06     7.9161e-09     8.1591e-09     2.4295e-10     1.0307
  1130     1.9578e+06     2.0034e+06     7.9331e-09     8.0902e-09     1.5702e-10     1.0198
  1131     2.0034e+06     2.0500e+06     7.4812e-09     7.7132e-09     2.3195e-10     1.0310
  1132     2.0500e+06     2.0977e+06     6.4660e-09     6.6660e-09     1.9998e-10     1.0309
  1133     2.0977e+06     2.1465e+06     6.0455e-09     6.2657e-09     2.2024e-10     1.0364
  1134     2.1465e+06     2.1965e+06     5.5372e-09     5.7851e-09     2.4798e-10     1.0448
  1135     2.1965e+06     2.2476e+06     5.3128e-09     5.4279e-09     1.1507e-10     1.0217
  1136     2.2476e+06     2.2999e+06     4.8038e-09     4.8904e-09     8.6586e-11     1.0180
  1137     2.2999e+06     2.3535e+06     4.1225e-09     4.3068e-09     1.8428e-10     1.0447
  1138     2.3535e+06     2.4082e+06     3.9495e-09     4.1607e-09     2.1125e-10     1.0535
  1139     2.4082e+06     2.4643e+06     3.4748e-09     3.6847e-09     2.0991e-10     1.0604
  1140     2.4643e+06     2.5217e+06     3.0778e-09     3.2015e-09     1.2374e-10     1.0402
  1141     2.5217e+06     2.5803e+06     2.7933e-09     2.8527e-09     5.9358e-11     1.0212
  1142     2.5803e+06     2.6404e+06     2.5492e-09     2.6427e-09     9.3481e-11     1.0367
  1143     2.6404e+06     2.7019e+06     2.1699e-09     2.3085e-09     1.3858e-10     1.0639
  1144     2.7019e+06     2.7648e+06     1.9440e-09     2.0143e-09     7.0273e-11     1.0361
  1145     2.7648e+06     2.8291e+06     1.6184e-09     1.7055e-09     8.7165e-11     1.0539
  1146     2.8291e+06     2.8950e+06     1.4436e-09     1.5220e-09     7.8376e-11     1.0543
  1147     2.8950e+06     2.9623e+06     1.2428e-09     1.3001e-09     5.7344e-11     1.0461
  1148     2.9623e+06     3.0313e+06     1.1390e-09     1.1970e-09     5.8008e-11     1.0509
  1149     3.0313e+06     3.1018e+06     9.9055e-10     1.0179e-09     2.7314e-11     1.0276
  1150     3.1018e+06     3.1740e+06     8.4242e-10     8.9628e-10     5.3854e-11     1.0639
  1151     3.1740e+06     3.2479e+06     7.7598e-10     8.2033e-10     4.4353e-11     1.0572
  1152     3.2479e+06     3.3235e+06     6.4374e-10     6.7641e-10     3.2663e-11     1.0507
  1153     3.3235e+06     3.4009e+06     5.5376e-10     5.7449e-10     2.0729e-11     1.0374
  1154     3.4009e+06     3.4800e+06     4.9256e-10     5.1003e-10     1.7476e-11     1.0355
  1155     3.4800e+06     3.5610e+06     4.2021e-10     4.5552e-10     3.5301e-11     1.0840
  1156     3.5610e+06     3.6439e+06     3.7617e-10     3.9006e-10     1.3896e-11     1.0369
  1157     3.6439e+06     3.7287e+06     3.2745e-10     3.5416e-10     2.6705e-11     1.0816
  1158     3.7287e+06     3.8155e+06     2.7654e-10     2.9479e-10     1.8248e-11     1.0660
  1159     3.8155e+06     3.9043e+06     2.4422e-10     2.6159e-10     1.7376e-11     1.0711
  1160     3.9043e+06     3.9952e+06     2.0573e-10     2.1186e-10     6.1322e-12     1.0298
  1161     3.9952e+06     4.0882e+06     1.7386e-10     1.7700e-10     3.1394e-12     1.0181
  1162     4.0882e+06     4.1834e+06     1.4909e-10     1.5901e-10     9.9194e-12     1.0665
  1163     4.1834e+06     4.2807e+06     1.2192e-10     1.2742e-10     5.5020e-12     1.0451
  1164     4.2807e+06     4.3804e+06     1.0400e-10     1.0462e-10     6.1993e-13     1.0060
  1165     4.3804e+06     4.4823e+06     8.9398e-11     9.4800e-11     5.4022e-12     1.0604
  1166     4.4823e+06     4.5867e+06     7.6147e-11     8.1607e-11     5.4596e-12     1.0717
  1167     4.5867e+06     4.6934e+06     6.4634e-11     6.7362e-11     2.7283e-12     1.0422
  1168     4.6934e+06     4.8027e+06     5.4643e-11     6.0135e-11     5.4924e-12     1.1005
  1169     4.8027e+06     4.9144e+06     4.7317e-11     5.0548e-11     3.2309e-12     1.0683
  1170     4.9144e+06     5.0288e+06     4.0274e-11     4.1182e-11     9.0839e-13     1.0226
  1171     5.0288e+06     5.1459e+06     3.4921e-11     3.5450e-11     5.2924e-13     1.0152
  1172     5.1459e+06     5.2657e+06     2.9884e-11     3.0993e-11     1.1085e-12     1.0371
  1173     5.2657e+06     5.3882e+06     2.5872e-11     2.8699e-11     2.8263e-12     1.1092
  1174     5.3882e+06     5.5136e+06     2.2099e-11     2.3465e-11     1.3667e-12     1.0618
  1175     5.5136e+06     5.6420e+06     1.9036e-11     1.9670e-11     6.3429e-13     1.0333
  1177     5.7733e+06     5.9077e+06     1.3989e-11     1.4800e-11     8.1018e-13     1.0579
  1178     5.9077e+06     6.0452e+06     1.2332e-11     1.2522e-11     1.9033e-13     1.0154
  1179     6.0452e+06     6.1859e+06     1.1095e-11     1.2077e-11     9.8233e-13     1.0885
  1180     6.1859e+06     6.3299e+06     9.5774e-12     1.0211e-11     6.3335e-13     1.0661
  1182     6.4772e+06     6.6280e+06     8.7276e-12     8.9102e-12     1.8254e-13     1.0209
  1183     6.6280e+06     6.7822e+06     7.9018e-12     8.0076e-12     1.0586e-13     1.0134
  1184     6.7822e+06     6.9401e+06     7.3724e-12     7.8809e-12     5.0843e-13     1.0690
  1185     6.9401e+06     7.1016e+06     6.8462e-12     7.2097e-12     3.6357e-13     1.0531
  1186     7.1016e+06     7.2669e+06     6.5800e-12     6.8531e-12     2.7311e-13     1.0415
  1187     7.2669e+06     7.4361e+06     6.0563e-12     6.6125e-12     5.5619e-13     1.0918
  1188     7.4361e+06     7.6091e+06     5.8706e-12     6.2099e-12     3.3933e-13     1.0578
  1189     7.6091e+06     7.7863e+06     5.9383e-12     6.4417e-12     5.0343e-13     1.0848
  1190     7.7863e+06     7.9675e+06     5.9535e-12     6.0985e-12     1.4508e-13     1.0244
  1191     7.9675e+06     8.1529e+06     6.3479e-12     7.6609e-12     1.3130e-12     1.2068
  1193     8.3427e+06     8.5369e+06     7.7219e-12     7.8065e-12     8.4624e-14     1.0110
  1194     8.5369e+06     8.7356e+06     8.4821e-12     8.6278e-12     1.4572e-13     1.0172
