energy_eV,"F19(n,elastic)","F19(n,absorption)","Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","Be9(n,elastic)","Be9(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)"
6.43838,0.1731315,2.85554324e-05,0.00133279304,0,0.104807352,0.0218208079,0,0,0.0731448234,6.36883333e-06,2.46711342e-08,0,0,4.1734935e-07,1.37915813e-07,4.86989315e-07,0,0,2.34411113e-05,1.25422765e-11
6.583861,0.17312969,2.82306847e-05,0.00133275663,0,0.10365466,0.0218275065,0,0,0.0731437313,6.29935386e-06,2.20426718e-08,0,0,4.98693151e-08,2.21550505e-08,2.94972414e-05,0,0,0.00052166084,2.31533162e-10
6.832457,0.173125982,2.77155276e-05,0.00133269441,0,0.101684955,0.0218389529,0,0,0.0731418651,6.18062827e-06,1.95107149e-08,0,0,1.71295375e-08,1.73563585e-08,1.55693847e-05,0,0,0.000121123683,4.98152282e-11
7.049632,0.173123503,2.7289308e-05,0.00133264598,0,0.100141177,0.0218490337,0,0,0.0731404505,6.08754749e-06,1.9445822e-08,0,0,1.34703236e-07,1.26729118e-07,4.65227499e-06,0,0,6.48081814e-06,1.9720854e-12
7.42859,0.173121104,2.65798859e-05,0.00133256398,0,0.0975226007,0.0218666584,0,0,0.0731380738,5.92964927e-06,1.96043749e-08,0,0,9.08740176e-09,7.36980354e-09,3.3026819e-06,0,0,1.46267707e-06,3.94944243e-13
8.226709,0.173120089,2.52709171e-05,0.00133241182,0,0.0926700544,0.0219040735,0,0,0.0731338224,5.63690728e-06,1.65120901e-08,0,0,1.3360297e-08,2.21200628e-08,2.71386787e-06,0,0,3.47437992e-07,2.05162503e-13
8.823153,0.173117255,2.44012728e-05,0.00133231137,0,0.0894794014,0.021932077,0,0,0.0731311517,5.44542939e-06,3.21710764e-08,0,0,3.32581138e-07,9.61837867e-07,2.55703389e-06,0,0,1.92059184e-07,2.15594496e-13
9.48033,0.17311362,2.35781528e-05,0.00133221216,0,0.0863286088,0.0219611798,0,0,0.0731286913,5.26135009e-06,2.27525796e-08,0,0,2.19319134e-08,8.39379474e-08,2.45258559e-06,0,0,1.25401267e-07,2.36126846e-13
10.08206,0.173110018,2.28360681e-05,0.00133213123,0,0.0837049953,0.021980997,0,0,0.0731265039,5.09670724e-06,1.99232034e-08,0,0,2.73120953e-08,4.70282913e-08,2.3838891e-06,0,0,2.49490951e-07,2.5497243e-13
10.44063,0.17310685,2.2437836e-05,0.00133208829,0,0.08226336,0.0219869223,0,0,0.0731254477,5.01333471e-06,1.9785972e-08,0,0,6.50717166e-09,2.7827341e-08,2.34947093e-06,0,0,1.48889077e-07,2.65926123e-13
11.19467,0.173104912,2.16762499e-05,0.001332005,0,0.0794254735,0.0219942752,0,0,0.0731232264,4.83800988e-06,1.72017678e-08,0,0,9.58632796e-09,2.28199684e-08,2.28576328e-06,0,0,1.40258067e-07,2.88901582e-13
11.53104,0.173105405,2.13566852e-05,0.00133197117,0,0.078270388,0.0219965017,0,0,0.0731223958,4.76985253e-06,1.56133466e-08,0,0,2.38402526e-07,6.61962776e-08,2.25955755e-06,0,0,8.11112863e-08,2.99433724e-13
12.06144,0.173105226,2.08981694e-05,0.00133191972,0,0.0765227532,0.0219999275,0,0,0.0731211358,4.66550061e-06,1.66826675e-08,0,0,4.22521455e-08,4.97093628e-08,2.21951957e-06,0,0,6.69452406e-08,3.16868718e-13
12.64372,0.173104847,2.04034689e-05,0.00133186675,0,0.0747483613,0.0220037298,0,0,0.0731198099,4.55488558e-06,2.94296254e-08,0,0,7.45700947e-08,6.02577239e-08,2.17599582e-06,0,0,6.61547763e-08,3.3785548e-13
13.58242,0.173103151,1.96965714e-05,0.00133178701,0,0.0721187999,0.0220099333,0,0,0.0731179545,4.39596301e-06,1.94615132e-08,0,0,1.63969807e-08,6.67442328e-08,2.10337318e-06,0,0,6.94716389e-08,3.77989533e-13
14.67442,0.173100316,1.89516233e-05,0.00133170201,0,0.0693909782,0.0220172608,0,0,0.0731160948,4.23105065e-06,2.13674468e-08,0,0,3.60626408e-08,3.12440721e-08,2.00851805e-06,0,0,8.04703183e-08,4.41377227e-13
15.44651,0.17309794,1.84675925e-05,0.00133164584,0,0.0676333981,0.0220225038,0,0,0.0731149201,4.12476223e-06,1.99396323e-08,0,0,6.26468247e-08,9.26736113e-08,1.92917654e-06,0,0,9.45668939e-08,5.04925063e-13
16.07277,0.173095868,1.81169155e-05,0.00133160201,0,0.0662838775,0.0220267818,0,0,0.0731140274,4.04313454e-06,2.01103045e-08,0,0,1.62719863e-07,1.05960309e-07,1.85299292e-06,0,0,1.12085243e-07,5.75706054e-13
16.71824,0.173093731,1.77554818e-05,0.00133155918,0,0.0650056211,0.0220312146,0,0,0.0731131964,3.96580751e-06,1.98391972e-08,0,0,3.37364874e-08,1.12176585e-07,1.75802328e-06,0,0,1.39491144e-07,6.78317187e-13
17.71044,0.173092535,1.72657566e-05,0.00133149556,0,0.0631471202,0.022038082,0,0,0.0731120137,3.85436149e-06,1.64695848e-08,0,0,9.49124362e-09,2.15037817e-08,1.55812913e-06,0,0,2.19295688e-07,9.52533447e-13
18.65006,0.173092504,1.68199398e-05,0.00133143837,0,0.0615308321,0.0220446066,0,0,0.0731110449,3.76099399e-06,1.4955137e-08,0,0,1.51744584e-08,3.6526093e-08,1.2504746e-06,0,0,4.13725451e-07,1.5620168e-12
19.27531,0.173094347,1.65424665e-05,0.00133140346,0,0.060537649,0.022048976,0,0,0.0731104003,3.69886458e-06,5.78040538e-08,0,0,5.83586974e-07,9.72399898e-07,9.07296282e-07,0,0,8.05913043e-07,2.61539056e-12
19.88321,0.173094677,1.62923329e-05,0.0013313701,0,0.0595872564,0.0220532293,0,0,0.0731097735,3.6384592e-06,2.44618893e-08,0,0,1.73778783e-08,4.16900481e-08,3.60613534e-07,0,0,2.01197893e-06,5.99182493e-12
20.3627,0.173094346,1.61048174e-05,0.00133134759,0,0.0588998236,0.022056601,0,0,0.0731093452,3.59629152e-06,2.00492343e-08,0,0,1.96445234e-08,2.93369722e-08,4.71753185e-07,0,0,8.78245395e-06,2.33725771e-11
20.60272,0.173094153,1.60121424e-05,0.00133133694,0,0.0585657392,0.0220582916,0,0,0.0731091415,3.57606645e-06,1.85259805e-08,0,0,5.1482833e-08,5.51827644e-08,4.21280276e-05,0,0,0.000117640734,2.87164691e-10
21.03903,0.173093801,1.58436771e-05,0.00133131758,0,0.0579584383,0.0220613646,0,0,0.0731087711,3.53930119e-06,2.99637245e-08,0,0,3.75254214e-07,2.83379163e-07,0.000208668656,0,0,0.000431297286,1.02910057e-09
21.33218,0.173093535,1.57317341e-05,0.00133130457,0,0.0575504021,0.0220634301,0,0,0.0731085222,3.51459918e-06,2.84985591e-08,0,0,6.67684064e-08,4.90274724e-08,1.37199772e-05,0,0,1.17019838e-05,2.57035302e-11
21.96566,0.173092513,1.5508913e-05,0.00133127689,0,0.0566840667,0.0220679027,0,0,0.0731079948,3.4621501e-06,2.06291692e-08,0,0,4.79676942e-09,5.27423206e-09,5.35308597e-06,0,0,1.55661048e-06,2.85667388e-12
22.84309,0.173090452,1.52053974e-05,0.00133124212,0,0.0556118822,0.0220741117,0,0,0.07310735,3.39722015e-06,1.7084545e-08,0,0,6.99579773e-08,9.3242249e-08,3.71481522e-06,0,0,4.7846358e-07,7.05823305e-13
23.67679,0.173087714,1.49392276e-05,0.00133120909,0,0.0545931339,0.0220800406,0,0,0.0731067374,3.33552623e-06,2.46314863e-08,0,0,8.66557083e-08,2.00912599e-07,3.16248149e-06,0,0,2.4762397e-07,3.09743936e-13
24.38283,0.173086809,1.47279025e-05,0.00133118267,0,0.0538170048,0.0220850618,0,0,0.0731062987,3.29071981e-06,2.2592915e-08,0,0,5.45535005e-08,1.02184854e-07,2.89644385e-06,0,0,1.76009441e-07,1.94816083e-13
25.70588,0.17308602,1.43494113e-05,0.00133113368,0,0.0523907522,0.0220944906,0,0,0.0731054941,3.20836997e-06,2.13044266e-08,0,0,1.14077088e-08,1.18897479e-07,2.57969408e-06,0,0,1.08439689e-07,1.25472127e-13
26.82429,0.173085416,1.40479352e-05,0.00133109436,0,0.0513066039,0.0221024835,0,0,0.0731048139,3.13875741e-06,2.05827192e-08,0,0,8.99133874e-09,5.33437053e-08,2.38662664e-06,0,0,9.78063171e-08,1.1530251e-13
27.63624,0.173085032,1.38448818e-05,0.001331066,0,0.0505323584,0.0221082908,0,0,0.0731043361,3.08979056e-06,1.80446662e-08,0,0,4.00740477e-08,8.67970208e-08,2.26211923e-06,0,0,8.67909245e-08,1.18548249e-13
28.95003,0.173084441,1.3529025e-05,0.00133102168,0,0.0493825468,0.0221177241,0,0,0.0731036911,3.02316547e-06,1.9204694e-08,0,0,3.86125908e-09,7.77596507e-09,2.06344729e-06,0,0,9.17825303e-08,1.34423429e-13
29.94695,0.173084059,1.33183176e-05,0.00133098887,0,0.0485543396,0.0221248823,0,0,0.0731032016,2.97260953e-06,1.79708826e-08,0,0,8.21263437e-09,5.10796609e-09,1.89986789e-06,0,0,1.05248377e-07,1.54052444e-13
30.87692,0.173083703,1.31217606e-05,0.00133095882,0,0.0478124461,0.022131573,0,0,0.073102745,2.92544877e-06,1.87227478e-08,0,0,1.06911772e-07,6.38721288e-08,1.72351986e-06,0,0,1.28635693e-07,1.80145639e-13
31.62271,0.173083418,1.29641317e-05,0.00133093508,0,0.0472431294,0.0221369454,0,0,0.0731024084,2.89072217e-06,1.4342751e-08,0,0,1.40336821e-08,1.77262227e-08,1.55553789e-06,0,0,1.59347745e-07,2.09271193e-13
32.50446,0.17308308,1.27777664e-05,0.00133090743,0,0.0466003749,0.0221432973,0,0,0.0731020453,2.85332646e-06,1.98194966e-08,0,0,1.67449406e-08,1.9849494e-08,1.30917152e-06,0,0,2.20944057e-07,2.60275975e-13
33.2714,0.173082811,1.26226422e-05,0.00133088352,0,0.0460500188,0.0221488335,0,0,0.0731017295,2.82079994e-06,1.48349885e-08,0,0,9.64168998e-08,6.06196801e-08,1.0314866e-06,0,0,3.19395435e-07,3.3260464e-13
34.06504,0.17308258,1.24770568e-05,0.00133085939,0,0.0455186948,0.0221545512,0,0,0.0731014027,2.78714105e-06,1.46193365e-08,0,0,7.34166314e-08,6.76731706e-08,6.53330532e-07,0,0,5.27453234e-07,4.69841854e-13
35.02756,0.173082284,1.23093708e-05,0.00133083015,0,0.0448763636,0.0221615031,0,0,0.0731010079,2.74649367e-06,2.74052145e-08,0,0,2.41079336e-07,5.20658417e-07,1.0111512e-07,0,0,1.30087416e-06,9.20088273e-13
35.57632,0.173082133,1.22180592e-05,0.00133081406,0,0.0445498818,0.0221654729,0,0,0.0731008114,2.72668177e-06,3.61136511e-08,0,0,3.85077636e-08,1.67007736e-07,2.71347319e-07,0,0,2.97757652e-06,1.80466464e-12
36.1508,0.173081982,1.21240988e-05,0.00133079722,0,0.0442080979,0.0221696286,0,0,0.0731006058,2.70594129e-06,2.5662136e-08,0,0,5.84573048e-09,3.54004742e-08,1.68447843e-05,0,0,1.97999306e-05,9.71464708e-12
36.86735,0.173081794,1.20069019e-05,0.00133077622,0,0.0437817903,0.0221748122,0,0,0.0731003494,2.68007166e-06,2.2198993e-08,0,0,2.62372263e-09,1.74336015e-08,0.000730048043,0,0,0.000461855987,1.99732796e-10
37.5807,0.173081614,1.18944261e-05,0.0013307553,0,0.0433573865,0.0221799732,0,0,0.073100094,2.65431756e-06,2.02179017e-08,0,0,2.57095185e-09,1.88127038e-08,1.81795237e-05,0,0,4.57336928e-06,1.51188162e-12
38.83195,0.173081326,1.17122407e-05,0.00133071872,0,0.0426195749,0.0221890358,0,0,0.0730996498,2.60954379e-06,1.68351462e-08,0,0,1.09515995e-08,1.69687553e-08,7.24209501e-06,0,0,7.28539936e-07,1.6540081e-13
39.76025,0.173081113,1.15770776e-05,0.00133069256,0,0.0421421968,0.0221957592,0,0,0.0730993587,2.58056223e-06,2.6436274e-08,0,0,4.49016558e-08,8.22696792e-08,5.59236687e-06,0,0,3.52770905e-07,7.26821663e-14
41.05066,0.173080816,1.13891904e-05,0.00133065621,0,0.0414786038,0.0222051146,0,0,0.0730989541,2.54027558e-06,1.85779726e-08,0,0,8.64254603e-09,4.69087534e-08,4.57692945e-06,0,0,1.76035767e-07,4.61208352e-14
42.28371,0.173080564,1.12257509e-05,0.00133062146,0,0.0408445081,0.0222140562,0,0,0.0730985674,2.50177971e-06,2.29476179e-08,0,0,3.94692686e-08,6.12119755e-08,4.07257777e-06,0,0,1.08762818e-07,4.50084379e-14
43.23712,0.173080394,1.11126333e-05,0.0013305952,0,0.0404013573,0.0222209764,0,0,0.0730982988,2.47603641e-06,1.93031939e-08,0,0,6.04800322e-08,3.85986565e-08,3.81635656e-06,0,0,1.11226692e-07,4.84363887e-14
44.23889,0.173080216,1.0993778e-05,0.00133056778,0,0.0399502621,0.0222282496,0,0,0.0730980259,2.4502274e-06,1.89109519e-08,0,0,1.71437558e-08,6.19469502e-08,3.61705323e-06,0,0,6.25594145e-08,5.34343413e-14
45.17743,0.173080049,1.08824246e-05,0.0013305421,0,0.0395276392,0.0222350637,0,0,0.0730977702,2.42604742e-06,2.07935796e-08,0,0,7.48434571e-09,5.51645981e-08,3.47063081e-06,0,0,1.50032651e-07,5.86303032e-14
46.15183,0.173079876,1.07668166e-05,0.00133051543,0,0.0390888687,0.0222421382,0,0,0.0730975048,2.40094355e-06,1.82084641e-08,0,0,5.83117876e-09,1.1488117e-08,3.34683268e-06,0,0,4.25599335e-08,6.42637732e-14
47.11344,0.173079705,1.06527261e-05,0.00133049051,0,0.0387010865,0.022249135,0,0,0.0730972429,2.3761692e-06,2.09298954e-08,0,0,4.50275322e-08,1.05739374e-07,3.24389402e-06,0,0,4.36447359e-08,6.99662693e-14
48.20898,0.17307951,1.05227454e-05,0.0013304623,0,0.0382651538,0.0222571083,0,0,0.0730969444,2.34794436e-06,1.94949916e-08,0,0,4.61728492e-08,1.18202307e-07,3.14340499e-06,0,0,3.16299473e-08,7.66462321e-14
49.43523,0.173079328,1.03903432e-05,0.00133043072,0,0.0377772096,0.0222660329,0,0,0.0730966104,2.31635199e-06,2.12202113e-08,0,0,1.16155334e-07,5.24424505e-08,3.04523236e-06,0,0,5.50134643e-08,8.44455751e-14
50.26775,0.173079211,1.0307261e-05,0.00133041085,0,0.0374564497,0.0222720919,0,0,0.0730963934,2.2962066e-06,1.69469734e-08,0,0,6.30431887e-08,7.62024607e-08,2.98479675e-06,0,0,2.66026341e-08,9.00350293e-14
51.74091,0.173079022,1.01671962e-05,0.00133038153,0,0.0369280985,0.0222828135,0,0,0.0730960463,2.265423e-06,2.32678948e-08,0,0,5.13716351e-08,1.15220692e-07,2.88571892e-06,0,0,2.42344165e-08,1.00821269e-13
53.43767,0.173078806,1.00058721e-05,0.00133034822,0,0.0363287746,0.0222951646,0,0,0.0730956464,2.22996699e-06,2.00804528e-08,0,0,2.12745749e-08,5.58704555e-08,2.77766266e-06,0,0,2.3605316e-08,1.1537659e-13
54.76237,0.173078637,9.88315026e-06,0.00133032375,0,0.0358927392,0.022304815,0,0,0.0730953342,2.20228565e-06,1.51282731e-08,0,0,6.19208164e-08,9.10545857e-08,2.69325976e-06,0,0,2.43195162e-08,1.29326125e-13
56.24083,0.173078448,9.75869655e-06,0.00133029644,0,0.0354060925,0.0223155855,0,0,0.0730949858,2.1713913e-06,2.46349671e-08,0,0,1.03789774e-07,2.96737422e-07,2.59398365e-06,0,0,2.66092986e-08,1.49127128e-13
57.56955,0.173078278,9.64684764e-06,0.00133027227,0,0.0350035446,0.0223252652,0,0,0.0730947028,2.14783856e-06,2.0939117e-08,0,0,2.10093906e-08,6.29072159e-08,2.49436928e-06,0,0,3.11550804e-08,1.73364869e-13
58.67593,0.173078137,9.55371486e-06,0.00133025214,0,0.034668558,0.0223333252,0,0,0.0730944673,2.12825137e-06,2.52680671e-08,0,0,3.78887694e-08,1.04784502e-07,2.39807734e-06,0,0,3.70982315e-08,2.01414523e-13
60.20742,0.173076891,9.43378138e-06,0.00133022448,0,0.0342240366,0.0223444879,0,0,0.0730941413,2.10113809e-06,2.22253456e-08,0,0,1.52725654e-08,8.60383178e-08,2.2290623e-06,0,0,5.12196617e-08,2.62821088e-13
62.06235,0.173073835,9.29501046e-06,0.00133019117,0,0.0337051433,0.022358014,0,0,0.0730937465,2.06829867e-06,2.12296333e-08,0,0,2.11859493e-09,2.07096527e-08,1.90842388e-06,0,0,9.8493597e-08,4.27682981e-13
63.53013,0.173073052,9.19084122e-06,0.00133016516,0,0.0333246419,0.0223687207,0,0,0.0730934575,2.04585714e-06,1.95019169e-08,0,0,4.13642492e-09,4.73295929e-08,1.41556438e-06,0,0,5.53838582e-07,8.41634001e-13
64.33806,0.173072964,9.13475444e-06,0.00133015092,0,0.0331222346,0.022374615,0,0,0.073093304,2.03433309e-06,2.45548706e-08,0,0,1.03040712e-07,3.15578975e-08,8.99335213e-07,0,0,5.13794954e-07,1.61283577e-12
65.06741,0.173072884,9.08412272e-06,0.00133013807,0,0.0329395135,0.022379936,0,0,0.0730931654,2.02392987e-06,2.09096095e-08,0,0,2.13961756e-09,6.18222943e-09,2.46466535e-07,0,0,1.77441605e-06,4.85040461e-12
65.47376,0.173072839,9.05591376e-06,0.00133013091,0,0.0328377123,0.0223829005,0,0,0.0730930882,2.01813383e-06,1.97598329e-08,0,0,9.35018429e-09,1.00394707e-08,1.20776731e-05,0,0,1.66787299e-05,4.00354201e-11
66.16948,0.173072762,9.00817356e-06,0.00133011866,0,0.0326634164,0.0223879761,0,0,0.0730929559,2.0082103e-06,2.005831e-08,0,0,1.85083733e-08,1.9077396e-08,0.00029508915,0,0,0.000261153989,6.03200201e-10
66.75923,0.173072717,8.96959741e-06,0.00133010827,0,0.0325156688,0.0223922787,0,0,0.0730928439,1.9997983e-06,2.03793366e-08,0,0,7.4818825e-09,7.19103103e-09,1.36860682e-05,0,0,4.44126826e-06,9.36476746e-12
67.50985,0.173072647,8.92127384e-06,0.00133009504,0,0.032327619,0.0223977548,0,0,0.0730927012,1.98909169e-06,1.92460453e-08,0,0,2.57167901e-09,3.82150422e-09,6.20191602e-06,0,0,6.73754017e-07,1.14860502e-12
68.76764,0.173072545,8.84235345e-06,0.00133007289,0,0.0320130754,0.0224069312,0,0,0.0730924622,1.97115098e-06,1.73315991e-08,0,0,5.81026436e-09,9.87196165e-09,4.35875741e-06,0,0,1.88910716e-07,2.59043771e-13
70.1385,0.173072448,8.75801428e-06,0.00133004921,0,0.0317135689,0.022416942,0,0,0.0730922016,1.95159748e-06,1.53181411e-08,0,0,3.55933607e-08,1.08296832e-07,3.71747261e-06,0,0,8.6704511e-08,1.04200517e-13
71.7978,0.173072332,8.66275267e-06,0.00133002054,0,0.0313510438,0.0224290591,0,0,0.0730918863,1.92792976e-06,1.9011059e-08,0,0,9.81237856e-09,2.63128397e-08,3.35033155e-06,0,0,4.8731438e-08,6.32669859e-14
72.81454,0.17307226,8.6043809e-06,0.00133000298,0,0.0311289057,0.0224364839,0,0,0.073091693,1.9134273e-06,2.27304186e-08,0,0,1.18519194e-08,5.60121143e-08,3.20708788e-06,0,0,4.60704034e-08,5.8408011e-14
74.16608,0.173072165,8.52678801e-06,0.00132997963,0,0.0308336203,0.0224463536,0,0,0.0730914362,1.89414937e-06,1.60190902e-08,0,0,3.14467056e-08,4.41249996e-08,3.06170682e-06,0,0,2.8947134e-08,6.13777504e-14
75.99617,0.173072058,8.43182372e-06,0.00132994824,0,0.0304594302,0.0224597196,0,0,0.0730911073,1.87121546e-06,2.25070231e-08,0,0,7.249666e-09,2.30111484e-08,2.90521209e-06,0,0,2.4489658e-08,7.7755691e-14
77.50208,0.17307197,8.35368129e-06,0.00132992257,0,0.0301691919,0.0224707193,0,0,0.0730908497,1.85452759e-06,1.8781704e-08,3.35122535e-19,0,1.89357554e-08,4.71096782e-08,2.78532595e-06,0,0,2.61233761e-08,1.09782391e-13
79.03168,0.17307188,8.27430957e-06,0.00132989649,0,0.0298743877,0.0224818919,0,0,0.0730905881,1.83757719e-06,1.912416e-08,2.8273884e-18,0,2.72951752e-09,1.27033339e-08,2.62617157e-06,0,0,4.70647487e-08,2.23494139e-13
79.93637,0.173071827,8.22736475e-06,0.00132988107,0,0.0297000243,0.0224885001,0,0,0.0730904334,1.82755179e-06,1.89366306e-08,4.33021886e-18,0,1.54514968e-08,3.37752061e-08,2.38579099e-06,0,0,2.71657235e-07,9.5929341e-13
80.52847,0.173071792,8.19664038e-06,0.00132987098,0,0.0295859071,0.0224928265,0,0,0.0730903321,1.82099038e-06,1.92883062e-08,5.31378938e-18,0,1.39668739e-08,3.4790571e-08,3.80737325e-06,0,0,2.34040177e-05,6.24152998e-11
81.28726,0.173071748,8.15726639e-06,0.00132985805,0,0.0294404622,0.0224983712,0,0,0.0730902023,1.81258179e-06,1.81022148e-08,6.57425712e-18,0,1.7638712e-08,4.34001368e-08,3.56202354e-06,0,0,2.99720486e-06,7.50942046e-12
81.8724,0.173071714,8.12690318e-06,0.00132984823,0,0.0293402304,0.0225026469,0,0,0.0730901022,1.80609751e-06,1.85203468e-08,7.54626564e-18,0,7.95434074e-09,1.44005827e-08,2.91274394e-06,0,0,9.45237143e-08,8.46597012e-14
82.78028,0.173071506,8.08470921e-06,0.00132983298,0,0.0291847149,0.022509281,0,0,0.0730899469,1.79603676e-06,1.95727919e-08,9.05439542e-18,0,7.22697653e-08,4.22124344e-08,2.74465e-06,0,0,3.9008917e-08,1.16344062e-14
83.72012,0.173071162,8.04511413e-06,0.0013298172,0,0.0290237247,0.0225161487,0,0,0.0730897862,1.78562184e-06,1.7444453e-08,1.0615614e-17,0,3.88108438e-08,1.01223841e-07,2.65472385e-06,0,0,2.43802858e-07,1.19087381e-14
85.546,0.173070494,7.96819056e-06,0.00132978654,0,0.0287109601,0.0225294908,0,0,0.0730894739,1.76538819e-06,2.14254188e-08,1.3559773e-17,0,6.14958763e-09,4.96773606e-08,2.52852157e-06,0,0,2.03212551e-08,2.40891442e-14
87.78072,0.173069676,7.87404273e-06,0.00132974905,0,0.0283330552,0.0225458211,0,0,0.0730890951,1.74122561e-06,1.77247502e-08,1.69093727e-17,0,5.26722428e-09,3.12271962e-08,2.38954357e-06,0,0,2.25638455e-08,3.77392136e-14
88.85173,0.173069284,7.82892151e-06,0.00132973119,0,0.0281682602,0.0225536497,0,0,0.0730889251,1.73165259e-06,1.86075691e-08,1.85146243e-17,0,1.57088465e-08,9.81857853e-08,2.32231321e-06,0,0,5.50406826e-07,4.38441189e-14
89.74607,0.173068957,7.79124334e-06,0.00132971628,0,0.0280306493,0.022560187,0,0,0.0730887832,1.72365871e-06,1.6762614e-08,1.9855091e-17,0,2.73209646e-08,4.05654675e-08,2.25917674e-06,0,0,2.84337345e-07,4.89895268e-14
90.65338,0.173068625,7.75301874e-06,0.00132970115,0,0.0278910427,0.022566819,0,0,0.0730886392,1.71554889e-06,3.5658987e-08,2.12149991e-17,0,1.24402618e-07,5.20976434e-08,2.19025433e-06,0,0,2.8311886e-08,5.44369152e-14
92.29272,0.173068025,7.68395402e-06,0.00132967381,0,0.0276387996,0.0225788019,0,0,0.0730883791,1.70089597e-06,2.08222059e-08,2.36720701e-17,0,5.37155205e-08,6.33327794e-08,2.05014177e-06,0,0,3.34702171e-08,6.55349736e-14
93.31782,0.17306765,7.64076698e-06,0.00132965671,0,0.0274810688,0.022586295,0,0,0.0730882164,1.69173331e-06,2.03779308e-08,2.52085277e-17,0,1.28522898e-08,1.60531651e-08,1.94623325e-06,0,0,1.19379666e-07,7.39363035e-14
94.47998,0.173067224,7.59180566e-06,0.00132963779,0,0.0273126766,0.0225943228,0,0,0.073088032,1.68134557e-06,2.79289676e-08,2.69504046e-17,0,5.90269341e-08,2.2406752e-08,1.80630004e-06,0,0,4.7985535e-08,8.58641521e-14
96.37073,0.173066532,7.51214914e-06,0.00132960744,0,0.0270487588,0.0226069335,0,0,0.0730877319,1.66444547e-06,2.05189336e-08,2.97842918e-17,0,4.61092276e-09,3.59203442e-08,1.50126077e-06,0,0,7.70399203e-08,1.15891779e-13
97.94894,0.173066249,7.45112435e-06,0.00132958211,0,0.0268284665,0.0226174597,0,0,0.0730874815,1.65033895e-06,1.89449041e-08,3.21497555e-17,0,2.26059819e-08,7.92726829e-08,1.12009176e-06,0,0,1.93702633e-07,1.65456192e-13
99.24099,0.173066205,7.40518044e-06,0.00132956138,0,0.0266481175,0.0226260772,0,0,0.0730872765,1.63879021e-06,1.93763503e-08,3.40862879e-17,0,3.31020024e-09,9.78311006e-09,6.558023e-07,0,0,2.53672216e-07,2.58141872e-13
