energy_eV,"Li6(n,elastic)","Li6(n,inelastic)","Li6(n,t)","Li7(n,elastic)","Li7(n,inelastic)","Li7(n,Xt)","C12(n,elastic)","C12(n,absorption)","C13(n,elastic)","C13(n,absorption)","O16(n,elastic)","O16(n,absorption)","O17(n,elastic)","O17(n,absorption)","O18(n,elastic)","O18(n,absorption)","Si28(n,elastic)","Si28(n,absorption)","Si29(n,elastic)","Si29(n,absorption)","Si30(n,elastic)","Si30(n,absorption)","Fe54(n,elastic)","Fe54(n,inelastic)","Fe54(n,absorption)","Fe56(n,elastic)","Fe56(n,inelastic)","Fe56(n,absorption)","Fe57(n,elastic)","Fe57(n,inelastic)","Fe57(n,absorption)","Fe58(n,elastic)","Fe58(n,inelastic)","Fe58(n,absorption)","U235(n,elastic)","U235(n,inelastic)","U235(n,2n)","U235(n,gamma)","U235(n,fission)","U238(n,elastic)","U238(n,inelastic)","U238(n,2n)","U238(n,gamma)","U238(n,fission)","Pb204(n,elastic)","Pb204(n,inelastic)","Pb204(n,2n)","Pb204(n,absorption)","Pb206(n,elastic)","Pb206(n,inelastic)","Pb206(n,2n)","Pb206(n,absorption)","Pb207(n,elastic)","Pb207(n,inelastic)","Pb207(n,2n)","Pb207(n,absorption)","Pb208(n,elastic)","Pb208(n,inelastic)","Pb208(n,2n)","Pb208(n,absorption)"
7.964758,0.00208381727,0,0.147314089,0.000308434518,0,0,0.0272846772,1.25116263e-06,0.000369066779,5.4593188e-09,0.0106631846,2.80441766e-08,3.99337621e-06,1.43774473e-08,1.75441225e-05,5.12052701e-11,0.0101440198,5.61680604e-05,0.000740078518,1.82383959e-06,0.000438979375,1.08573635e-06,0.000146953414,0,8.83601966e-06,0.0131598502,0,0.000157498373,1.51142883e-05,0,3.51384187e-06,2.50100618e-05,0,2.47590465e-07,9.89161307e-05,0,0,4.26358254e-05,4.60799745e-05,0.0157281273,0,0,0.0027667187,1.18926119e-09,0.00236899515,0,0,7.89389436e-06,0.0394644228,0,0,5.44366754e-06,0.0358993625,0,0,0.000134098214,0.0895090119,0,0,1.16764641e-07
8.602458,0.00208364211,0,0.141742424,0.000308857475,0,0,0.0272838448,1.2044233e-06,0.000369057328,5.25568408e-09,0.010662941,2.70329426e-08,3.99329015e-06,1.38353862e-08,1.75437876e-05,4.93629803e-11,0.0101438471,5.4074124e-05,0.000740068946,1.75475876e-06,0.00043897366,1.04461225e-06,0.000146916538,0,8.50261782e-06,0.0131569823,0,0.000151470411,1.51066815e-05,0,3.38022812e-06,2.50059119e-05,0,2.38165338e-07,7.4067608e-05,0,0,0.000722864669,0.00188869833,0.0145000505,0,0,0.00129475647,1.16745993e-09,0.00236894993,0,0,7.59678578e-06,0.039464237,0,0,5.23741453e-06,0.0358992007,0,0,0.00012902443,0.0895087694,0,0,1.13348063e-07
9.209013,0.00208349248,0,0.136998715,0.000309252566,0,0,0.0272831792,1.16542256e-06,0.000369049824,5.0857149e-09,0.0106627459,2.61920389e-08,3.99322004e-06,1.33731208e-08,1.75434972e-05,4.77297342e-11,0.0101436924,5.22331247e-05,0.000740061038,1.69593505e-06,0.000438968837,1.00959797e-06,0.000146881633,0,8.21885256e-06,0.0131542703,0,0.000146337042,1.50994609e-05,0,3.26647263e-06,2.50019868e-05,0,2.30140581e-07,0.000126029597,0,0,0.000368072327,0.000958251257,0.0138636948,0,0,0.000813180911,1.26626486e-09,0.00236891089,0,0,7.34561673e-06,0.0394640602,0,0,5.06180289e-06,0.0358990876,0,0,0.000124704626,0.0895085388,0,0,1.10664439e-07
9.97289,0.00208332464,0,0.131608295,0.000309659291,0,0,0.0272823894,1.11838809e-06,0.000369040937,4.88070986e-09,0.0106625141,2.51792565e-08,3.99314341e-06,1.28448092e-08,1.75431315e-05,4.56728735e-11,0.0101435281,5.01938874e-05,0.000740052183,1.62921542e-06,0.000438963609,9.69874516e-07,0.000146837737,0,7.89633678e-06,0.0131508583,0,0.000140501224,1.50903881e-05,0,3.13714807e-06,2.49970667e-05,0,2.21017394e-07,0.00011290939,0,0,8.00036234e-05,0.000184538157,0.01333256,0,0,0.000646471531,1.40053519e-09,0.00236885916,0,0,7.05808224e-06,0.0394638376,0,0,4.86238225e-06,0.0358989332,0,0,0.000119799457,0.0895082484,0,0,1.0751392e-07
10.34876,0.00208325354,0,0.129228291,0.000309754058,0,0,0.0272820794,1.09896695e-06,0.00036903757,4.80195253e-09,0.0106624306,2.48149902e-08,3.99311139e-06,1.2617214e-08,1.75430135e-05,4.49749122e-11,0.0101434503,4.92987789e-05,0.000740048539,1.59979024e-06,0.00043896123,9.52359042e-07,0.000146816253,0,7.75401688e-06,0.0131491854,0,0.000137931677,1.50859289e-05,0,3.0800624e-06,2.49946572e-05,0,2.16990145e-07,0.00011180005,0,0,6.10382267e-05,0.000205030498,0.0131255438,0,0,0.00239034212,1.46471876e-09,0.0023688345,0,0,6.9330377e-06,0.039463728,0,0,4.77439274e-06,0.0358988715,0,0,0.00011763533,0.0895081497,0,0,1.06281045e-07
11.02125,0.00208313521,0,0.125210676,0.000309860573,0,0,0.0272815355,1.06473721e-06,0.000369031685,4.66411928e-09,0.0106622855,2.41819081e-08,3.99305587e-06,1.2219977e-08,1.75428111e-05,4.37698383e-11,0.0101433178,4.77609537e-05,0.000740042276,1.5501041e-06,0.000438957329,9.2278026e-07,0.000146777833,0,7.51380034e-06,0.0131462071,0,0.000133595913,1.50779607e-05,0,2.98369336e-06,2.49903541e-05,0,2.1019122e-07,0.000100032063,0,0,3.55300334e-05,0.000123590992,0.0128011302,0,0,0.000435395931,1.57849043e-09,0.00236879067,0,0,6.71469385e-06,0.0394635321,0,0,4.62586312e-06,0.0358987424,0,0,0.000113982284,0.0895079792,0,0,1.04119377e-07
11.4279,0.00208306917,0,0.122952159,0.000309901062,0,0,0.0272812344,1.04542928e-06,0.000369028126,4.58077247e-09,0.0106621978,2.37990878e-08,3.99302716e-06,1.20061508e-08,1.75426886e-05,4.30411386e-11,0.010143247,4.69053977e-05,0.000740038776,1.5218306e-06,0.000438955153,9.05948763e-07,0.00014675464,0,7.37877029e-06,0.013144412,0,0.000131158689,1.50731478e-05,0,2.9295094e-06,2.49877585e-05,0,2.06368328e-07,8.42030957e-05,0,0,0.000297918303,0.000189263509,0.0126219695,0,0,0.000788981158,1.64862554e-09,0.00236876496,0,0,6.59747017e-06,0.0394634135,0,0,4.54236015e-06,0.035898665,0,0,0.000111928633,0.0895078762,0,0,1.02812232e-07
11.88964,0.00208299767,0,0.120513387,0.000309942934,0,0,0.0272809331,1.0255359e-06,0.000369024086,4.48613444e-09,0.0106620981,2.33644057e-08,3.99302656e-06,1.17639064e-08,1.75425496e-05,4.22137199e-11,0.0101431682,4.59825246e-05,0.000740035248,1.49198188e-06,0.000438953008,8.88180336e-07,0.000146728363,0,7.23296559e-06,0.0131423737,0,0.000128526671,1.50676853e-05,0,2.87099065e-06,2.49848169e-05,0,2.02239551e-07,0.00011485917,0,0,0.000379995355,0.0001690162,0.0124265311,0,0,0.000377606106,1.73168555e-09,0.00236873459,0,0,6.46460339e-06,0.0394632798,0,0,4.45218467e-06,0.035898591,0,0,0.000109710967,0.0895077591,0,0,1.01328004e-07
12.38875,0.00208292513,0,0.118071863,0.000309988673,0,0,0.0272806074,1.00403249e-06,0.000369019718,4.38383708e-09,0.0106619904,2.28945436e-08,3.99296895e-06,1.15266668e-08,1.75423994e-05,4.13193358e-11,0.0101430845,4.50387375e-05,0.000740031729,1.46180648e-06,0.000438950833,8.70215912e-07,0.000146699959,0,7.08700109e-06,0.0131401704,0,0.000125891436,1.50617905e-05,0,2.81239017e-06,2.49816398e-05,0,1.98104985e-07,0.000243703501,0,0,0.00367226754,0.0031256694,0.0122188646,0,0,0.000368598774,1.82808955e-09,0.0023687021,0,0,6.33601287e-06,0.0394631635,0,0,4.36189691e-06,0.0358985109,0,0,0.000107490633,0.0895076326,0,0,9.97236529e-08
13.08773,0.00208283088,0,0.114952876,0.000310053591,0,0,0.0272802445,9.78918285e-07,0.000369015295,4.27238877e-09,0.0106618812,2.23800043e-08,3.99292499e-06,1.12226498e-08,1.7542191e-05,4.00753221e-11,0.0101429751,4.38242763e-05,0.000740027195,1.42267105e-06,0.000438947877,8.4692217e-07,0.000146660213,0,6.90054761e-06,0.013137095,0,0.000122524457,1.50535421e-05,0,2.73750959e-06,2.49772079e-05,0,1.92821291e-07,0.000120836981,0,0,7.39596711e-05,0.000165480534,0.0119249306,0,0,0.000373237479,1.97959788e-09,0.00236865657,0,0,6.16418807e-06,0.0394630005,0,0,4.24654033e-06,0.0358983989,0,0,0.000104654004,0.0895074555,0,0,9.80803732e-08
14.30675,0.00208267625,0,0.109924416,0.00031016792,0,0,0.0272796423,9.36769849e-07,0.000369008142,4.08852557e-09,0.0106617045,2.1530014e-08,3.9928652e-06,1.07315601e-08,1.75419605e-05,3.84529007e-11,0.0101428056,4.19093418e-05,0.000740019922,1.36021532e-06,0.000438943249,8.0973998e-07,0.000146591,0,6.59996198e-06,0.0131317496,0,0.000117095617,1.50391706e-05,0,2.61675556e-06,2.49694932e-05,0,1.84300269e-07,0.000115192064,0,0,8.20797055e-05,0.000501811616,0.0113679475,0,0,0.000421979264,2.32328331e-09,0.00236858026,0,0,5.9014851e-06,0.0394627163,0,0,4.06054039e-06,0.0358982034,0,0,0.000100080518,0.0895071465,0,0,9.54137345e-08
15.04019,0.00208258886,0,0.107140331,0.000310237716,0,0,0.027279285,9.11684526e-07,0.000369003899,3.97909635e-09,0.0106615996,2.10239301e-08,3.99283291e-06,1.04591951e-08,1.75418219e-05,3.74767487e-11,0.0101427067,4.08694796e-05,0.000740016342,1.32653123e-06,0.000438940734,7.89686677e-07,0.000146549425,0,6.43354722e-06,0.0131285435,0,0.000114089529,1.50305325e-05,0,2.54987811e-06,2.49648586e-05,0,1.79580844e-07,0.000107813574,0,0,4.44684036e-05,9.54588794e-05,0.0109804522,0,0,0.00048044699,2.60996587e-09,0.00236853311,0,0,5.75233629e-06,0.0394625453,0,0,3.95754536e-06,0.0358980858,0,0,9.75481779e-05,0.0895069631,0,0,9.38268958e-08
15.76373,0.00208250967,0,0.104701999,0.000310307238,0,0,0.0272790176,8.9159789e-07,0.000369000752,3.89147169e-09,0.0106615204,2.06152787e-08,3.99280572e-06,1.02207926e-08,1.75416851e-05,3.65137729e-11,0.0101426134,3.99198808e-05,0.000740012912,1.29580829e-06,0.000438938641,7.71402139e-07,0.00014650845,0,6.2877984e-06,0.0131253748,0,0.000111456106,1.50220234e-05,0,2.49127294e-06,2.49602975e-05,0,1.75444931e-07,0.000103441319,0,0,8.60168204e-05,6.35839074e-05,0.010532715,0,0,0.000571099655,2.9952616e-09,0.00236848718,0,0,5.62069329e-06,0.0394623766,0,0,3.86731306e-06,0.0358979698,0,0,9.53298918e-05,0.0895068256,0,0,9.25606395e-08
16.34521,0.00208244677,0,0.102778234,0.000310363392,0,0,0.0272788027,8.75455069e-07,0.000368998224,3.82105128e-09,0.0106614568,2.0286862e-08,3.99278436e-06,1.00328787e-08,1.7541588e-05,3.5818412e-11,0.0101425419,3.92095003e-05,0.000740010407,1.2726238e-06,0.000438936974,7.57598504e-07,0.000146475526,0,6.17279221e-06,0.0131228315,0,0.000109378071,1.50151868e-05,0,2.44502515e-06,2.49566338e-05,0,1.72181053e-07,0.000110570015,0,0,0.000147616066,0.000100796248,0.0101045484,0,0,0.000680471532,3.42098956e-09,0.00236845299,0,0,5.51808613e-06,0.039462241,0,0,3.79610167e-06,0.0358978791,0,0,9.35792376e-05,0.0895067151,0,0,9.15430003e-08
17.03885,0.00208237627,0,0.100701664,0.00031043065,0,0,0.0272785521,8.56806146e-07,0.000368995295,3.73970933e-09,0.0106613855,1.9907184e-08,3.99276185e-06,9.83114259e-09,1.75414999e-05,3.51587307e-11,0.0101424611,3.8417936e-05,0.000740007668,1.24681904e-06,0.000438935068,7.4222755e-07,0.000146436282,0,6.0485571e-06,0.0131198179,0,0.000107132802,1.50070419e-05,0,2.39504046e-06,2.49522743e-05,0,1.68653105e-07,0.000106567642,0,0,3.24922475e-05,0.000121550114,0.00947504537,0,0,0.000883183824,4.15641345e-09,0.00236840796,0,0,5.40657432e-06,0.0394620793,0,0,3.71910323e-06,0.0358977864,0,0,9.16864321e-05,0.0895065832,0,0,9.03290716e-08
18.0026,0.00208228155,0,0.0979690507,0.000310524823,0,0,0.0272782664,8.34598486e-07,0.00036899202,3.64284877e-09,0.0106612997,1.94545193e-08,3.99273272e-06,9.5650914e-09,1.75413776e-05,3.42421633e-11,0.0101423535,3.73710213e-05,0.000740004185,1.21245355e-06,0.00043893253,7.2176169e-07,0.000146381813,0,5.88511521e-06,0.0131156263,0,0.00010417872,1.49957325e-05,0,2.32926338e-06,2.49462225e-05,0,1.64010341e-07,9.26940847e-05,0,0,0.000234619284,0.000748897612,0.00823481002,0,0,0.00144758452,6.04008794e-09,0.00236834632,0,0,5.26280168e-06,0.0394618546,0,0,3.6177926e-06,0.0358976576,0,0,8.91961469e-05,0.0895064,0,0,8.88611711e-08
18.91492,0.00208219626,0,0.0955552259,0.000310614201,0,0,0.0272780169,8.14761677e-07,0.000368989179,3.55629117e-09,0.0106612269,1.905059e-08,3.99270758e-06,9.3294475e-09,1.75412618e-05,3.3374508e-11,0.0101422534,3.64623956e-05,0.000740001082,1.18302401e-06,0.000438930437,7.04252353e-07,0.00014633029,0,5.74082372e-06,0.0131116576,0,0.000101570856,1.49850347e-05,0,2.2711726e-06,2.49404996e-05,0,1.59909903e-07,7.03737359e-05,0,0,0.000354193424,0.000545636631,0.00626018123,0,0,0.00292416472,1.05421416e-08,0.00236828832,0,0,5.1347927e-06,0.0394616419,0,0,3.52835819e-06,0.0358975313,0,0,8.69979691e-05,0.0895062266,0,0,8.76615976e-08
19.54245,0.0020821424,0,0.0940209237,0.000310676061,0,0,0.0272778453,8.01117131e-07,0.000368987225,3.49675341e-09,0.0106611769,1.87727513e-08,3.99269204e-06,9.1793285e-09,1.75411821e-05,3.27777001e-11,0.0101421853,3.58680936e-05,0.000739999171,1.16407919e-06,0.000438928997,6.92975761e-07,0.000146294822,0,5.64924987e-06,0.0131089366,0,9.99167589e-05,1.49776825e-05,0,2.23429111e-06,2.49365674e-05,0,1.57306439e-07,0.000229037305,0,0,0.000798993366,0.00133262312,0.00388973418,0,0,0.00765286833,1.97573214e-08,0.00236824901,0,0,5.05309626e-06,0.0394614956,0,0,3.4716532e-06,0.0358974307,0,0,8.56043219e-05,0.0895061073,0,0,8.68364832e-08
20.18045,0.00208209061,0,0.0925094204,0.000310739071,0,0,0.0272776825,7.88004026e-07,0.00036898538,3.4395378e-09,0.0106611306,1.85205488e-08,3.99267691e-06,9.03153846e-09,1.75411093e-05,3.22285373e-11,0.0101421173,3.52829912e-05,0.00073999726,1.14530116e-06,0.00043892758,6.8179842e-07,0.000146258785,0,5.55904044e-06,0.0131061703,0,9.82777345e-05,1.4970211e-05,0,2.19795262e-06,2.4932572e-05,0,1.54741236e-07,0.000119162604,0,0,0.000116340055,0.000211059648,0.000506124858,0,0,0.0237104688,6.61714281e-08,0.00236821052,0,0,4.9724692e-06,0.0394613469,0,0,3.41578525e-06,0.0358973316,0,0,8.42312989e-05,0.0895059879,0,0,8.60876108e-08
