surface,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,energy mid [eV]
2,39.37229558750047,40.28871817919268,total,current,0.0,0.0,39.83050688334657
2,40.28871817919268,41.22647126112002,total,current,0.0,0.0,40.75759472015635
2,41.22647126112002,42.18605131800231,total,current,1e-08,1e-08,41.70626128956117
2,42.18605131800231,43.167966390649944,total,current,0.0,0.0,42.67700885432613
2,43.167966390649944,44.17273634494138,total,current,0.0,0.0,43.67035136779566
2,44.17273634494138,45.20089314706138,total,current,0.0,0.0,44.686814746001374
2,45.20089314706138,46.25298114514558,total,current,0.0,0.0,45.72693714610348
2,46.25298114514558,47.32955735748058,total,current,0.0,0.0,46.79126925131308
2,47.32955735748058,48.43119176741216,total,current,0.0,0.0,47.88037456244637
2,48.43119176741216,49.558467625117665,total,current,0.0,0.0,48.994829696264915
2,49.558467625117665,50.711981756402494,total,current,0.0,0.0,50.13522469076008
2,50.711981756402494,51.89234487868406,total,current,0.0,0.0,51.302163317543275
2,51.89234487868406,53.100181924330116,total,current,0.0,0.0,52.496263401507086
2,53.100181924330116,54.33613237152404,total,current,0.0,0.0,53.71815714792707
2,54.33613237152404,55.600850582830255,total,current,0.0,0.0,54.968491477177146
2,55.600850582830255,56.89500615164055,total,current,0.0,0.0,56.2479283672354
2,56.89500615164055,58.21928425668413,total,current,0.0,0.0,57.55714520416234
2,58.21928425668413,59.57438602478917,total,current,0.0,0.0,58.896835140736655
2,59.57438602478917,60.961028902087946,total,current,0.0,0.0,60.267707463438555
2,60.961028902087946,62.37994703386209,total,current,0.0,0.0,61.67048796797502
2,62.37994703386209,63.831891653229,total,current,0.0,0.0,63.105919343545544
2,63.831891653229,65.31763147887533,total,current,0.0,0.0,64.57476156605216
2,65.31763147887533,66.83795312204798,total,current,0.0,0.0,66.07779230046165
2,66.83795312204798,68.39366150301815,total,current,0.0,0.0,67.61580731253306
2,68.39366150301815,69.98558027723904,total,current,0.0,0.0,69.1896208901286
2,69.98558027723904,71.61455227142248,total,current,0.0,0.0,70.80006627433076
2,71.61455227142248,73.28143992976592,total,current,0.0,0.0,72.4479961005942
2,73.28143992976592,74.98712577056546,total,current,0.0,0.0,74.13428285016569
2,74.98712577056546,76.73251285345701,total,current,0.0,0.0,75.85981931201124
2,76.73251285345701,78.51852525753297,total,current,2e-08,2e-08,77.62551905549499
2,78.51852525753297,80.3461085705873,total,current,0.0,0.0,79.43231691406014
2,80.3461085705873,82.21623038974832,total,current,0.0,0.0,81.28116948016782
2,82.21623038974832,84.12988083376402,total,current,2e-08,2e-08,83.17305561175617
2,84.12988083376402,86.0880730672115,total,current,0.0,0.0,85.10897695048776
2,86.0880730672115,88.09184383690695,total,current,0.0,0.0,87.08995845205922
2,88.09184383690695,90.14225402080268,total,current,0.0,0.0,89.11704892885481
2,90.14225402080268,92.2403891896585,total,current,0.0,0.0,91.1913216052306
2,92.2403891896585,94.38736018178733,total,current,0.0,0.0,93.31387468572291
2,94.38736018178733,96.58430369117825,total,current,0.0,0.0,95.48583193648278
2,96.58430369117825,98.8323828693087,total,current,0.0,0.0,97.70834328024347
2,98.8323828693087,101.13278794096429,total,current,2e-08,2e-08,99.98258540513649
2,101.13278794096429,103.4867368343923,total,current,0.0,0.0,102.30976238767829
2,103.4867368343923,105.89547582612262,total,current,0.0,0.0,104.69110633025747
2,105.89547582612262,108.36028020079729,total,current,0.0,0.0,107.12787801345996
2,108.36028020079729,110.88245492635825,total,current,0.0,0.0,109.62136756357776
2,110.88245492635825,113.46333534495055,total,current,0.0,0.0,112.1728951356544
2,113.46333534495055,116.10428787990696,total,current,0.0,0.0,114.78381161242876
2,116.10428787990696,118.80671075918815,total,current,0.0,0.0,117.45549931954756
2,118.80671075918815,121.57203475566165,total,current,0.0,0.0,120.1893727574249
2,121.57203475566165,124.40172394461128,total,current,0.0,0.0,122.98687935013646
2,124.40172394461128,127.29727647887836,total,current,0.0,0.0,125.84950021174481
2,127.29727647887836,130.26022538204492,total,current,0.0,0.0,128.77875093046163
2,130.26022538204492,133.29213936007883,total,current,0.0,0.0,131.77618237106188
2,133.29213936007883,136.39462363187076,total,current,0.0,0.0,134.8433814959748
2,136.39462363187076,139.56932077910278,total,current,0.0,0.0,137.98197220548678
2,139.56932077910278,142.817911615897,total,current,1e-08,1e-08,141.1936161974999
2,142.817911615897,146.14211607870868,total,current,0.0,0.0,144.48001384730284
2,146.14211607870868,149.54369413692973,total,current,4e-08,2.4287836253956217e-08,147.8429051078192
2,149.54369413692973,153.0244467246884,total,current,1e-08,1e-08,151.28407043080907
2,153.0244467246884,156.58621669433748,total,current,0.0,0.0,154.80533170951293
2,156.58621669433748,160.23088979213523,total,current,1e-08,1e-08,158.40855324323636
2,160.23088979213523,163.96039565663642,total,current,2e-08,2e-08,162.0956427243858
2,163.96039565663642,167.7767088403218,total,current,0.0,0.0,165.8685522484791
2,167.7767088403218,171.6818498550065,total,current,0.0,0.0,169.72927934766415
2,171.6818498550065,175.6778862415815,total,current,0.0,0.0,173.679868048294
2,175.6778862415815,179.76693366465406,total,current,3.0000000000000004e-08,2.2270150335361366e-08,177.7224099531178
2,179.76693366465406,183.9511570326668,total,current,0.0,0.0,181.85904534866043
2,183.9511570326668,188.23277164408856,total,current,0.0,0.0,186.0919643383777
2,188.23277164408856,192.61404436028363,total,current,1e-08,1e-08,190.42340800218608
2,192.61404436028363,197.0972948056808,total,current,1e-08,1e-08,194.85566958298222
2,197.0972948056808,201.68489659587686,total,current,1e-08,1e-08,199.39109570077883
2,201.68489659587686,206.3792785943257,total,current,3.0000000000000004e-08,2.2270150335361366e-08,204.0320875951013
2,206.3792785943257,211.18292619827758,total,current,0.0,0.0,208.78110239630166
2,211.18292619827758,216.09838265464973,total,current,2e-08,2e-08,213.64065442646364
2,216.09838265464973,221.12825040652498,total,current,0.0,0.0,218.61331653058735
2,221.12825040652498,226.2751924709914,total,current,1e-08,1e-08,223.7017214387582
2,226.2751924709914,231.54193384905247,total,current,0.0,0.0,228.90856316002194
2,231.54193384905247,236.93126296835175,total,current,3.0000000000000004e-08,2.2270150335361366e-08,234.2365984087021
2,236.93126296835175,242.44603315948328,total,current,1e-08,1e-08,239.68864806391753
2,242.44603315948328,248.08916416665895,total,current,0.0,0.0,245.2675986630711
2,248.08916416665895,253.86364369354087,total,current,0.0,0.0,250.9764039300999
2,253.86364369354087,259.7725289850533,total,current,1e-08,1e-08,256.8180863392971
2,259.7725289850533,265.8189484460131,total,current,1e-08,1e-08,262.7957387155332
2,265.8189484460131,272.0061032974343,total,current,1e-08,1e-08,268.9125258717237
2,272.0061032974343,278.3372692713856,total,current,2e-08,1.4070529413628968e-08,275.17168628440993
2,278.3372692713856,284.815798345296,total,current,0.0,0.0,281.5765338083408
2,284.815798345296,291.4451205166287,total,current,3.0000000000000004e-08,2.2270150335361366e-08,288.13045943096233
2,291.4451205166287,298.2287456188615,total,current,2e-08,1.4070529413628968e-08,294.8369330677451
2,298.2287456188615,305.17026517973574,total,current,0.0,0.0,301.69950539929863
2,305.17026517973574,312.27335432275737,total,current,3.0000000000000004e-08,2.2270150335361366e-08,308.72180975124655
2,312.27335432275737,319.5417737129576,total,current,1e-08,1e-08,315.90756401785745
2,319.5417737129576,326.97937154794187,total,current,2e-08,1.4070529413628968e-08,323.2605726304497
2,326.97937154794187,334.59008559528297,total,current,1e-08,1e-08,330.7847285716124
2,334.59008559528297,342.37794527733547,total,current,3.0000000000000004e-08,1.714466079977653e-08,338.4840154363092
2,342.37794527733547,350.3470738045764,total,current,4e-08,2.4287836253956217e-08,346.3625095409559
2,350.3470738045764,358.50169035860074,total,current,4e-08,2.8141058827257936e-08,354.42438208158853
2,358.50169035860074,366.8461123259287,total,current,5e-08,2.9729419500528156e-08,362.6739013422647
2,366.8461123259287,375.3847575838064,total,current,3.0000000000000004e-08,1.714466079977653e-08,371.1154349548675
2,375.3847575838064,384.1221468392076,total,current,1e-08,1e-08,379.753452211507
2,384.1221468392076,393.0629060222845,total,current,4e-08,2.4287836253956217e-08,388.59252643074603
2,393.0629060222845,402.2117687355211,total,current,0.0,0.0,397.63733737890277
2,402.2117687355211,411.57357875989607,total,current,5e-08,2.9729419500528156e-08,406.8926737477086
2,411.57357875989607,421.1532926193776,total,current,4e-08,2.8141058827257936e-08,416.36343568963684
2,421.1532926193776,430.95598220510976,total,current,0.0,0.0,426.05463741224366
2,430.95598220510976,440.98683746067815,total,current,0.0,0.0,435.971409832894
2,440.98683746067815,451.2511691298777,total,current,2e-08,2e-08,446.11900329527793
2,451.2511691298777,461.7544115684372,total,current,2e-08,1.4070529413628968e-08,456.50279034915746
2,461.7544115684372,472.5021256211886,total,current,2e-08,2e-08,467.1282685948129
2,472.5021256211886,483.50000156620507,total,current,3.0000000000000004e-08,1.714466079977653e-08,478.0010635936968
2,483.50000156620507,494.7538621274663,total,current,6e-08,3.120476524086303e-08,489.12693184683565
2,494.7538621274663,506.2696655576459,total,current,0.0,0.0,500.5117638425561
2,506.2696655576459,518.0535087926535,total,current,4e-08,2.8141058827257936e-08,512.1615871751496
2,518.0535087926535,530.111630679601,total,current,3.0000000000000004e-08,1.714466079977653e-08,524.0825697361272
2,530.111630679601,542.450415279903,total,current,1e-08,1e-08,536.281022979752
2,542.450415279903,555.0763952492586,total,current,1e-08,1e-08,548.7634052645808
2,555.0763952492586,567.9962552963061,total,current,3.0000000000000004e-08,2.2270150335361366e-08,561.5363252727823
2,567.9962552963061,581.2168357217809,total,current,3.0000000000000004e-08,2.2270150335361366e-08,574.6065455090435
2,581.2168357217809,594.7451360400482,total,current,0.0,0.0,587.9809858809145
2,594.7451360400482,608.5883186849343,total,current,3.0000000000000004e-08,1.714466079977653e-08,601.6667273624912
2,608.5883186849343,622.7537128018045,total,current,1.0999999999999998e-07,4.239067936433311e-08,615.6710157433694
2,622.7537128018045,637.2488181279201,total,current,6.000000000000001e-08,3.120476524086303e-08,630.0012654648623
2,637.2488181279201,652.0813089630999,total,current,1.5000000000000002e-07,4.5781651302236745e-08,644.6650635455101
2,652.0813089630999,667.2590382328082,total,current,6e-08,2.38683256575942e-08,659.6701735979541
2,667.2590382328082,682.7900416458145,total,current,4e-08,2.4287836253956217e-08,675.0245399393114
2,682.7900416458145,698.6825419486249,total,current,6e-08,3.7118429085533476e-08,690.7362917972198
2,698.6825419486249,714.9449532789395,total,current,1.1000000000000002e-07,3.144660377352201e-08,706.8137476137822
2,714.9449532789395,731.58588562044,total,current,8e-08,3.938927711338647e-08,723.2654194496897
2,731.58588562044,748.6141493612662,total,current,6e-08,3.120476524086303e-08,740.1000174908531
2,748.6141493612662,766.0387599585947,total,current,5e-08,2.6111648393354675e-08,757.3264546599305
2,766.0387599585947,783.8689427117897,total,current,5e-08,2.6111648393354675e-08,774.9538513351922
2,783.8689427117897,802.1141376466522,total,current,1e-07,4.3808582711518056e-08,792.9915401792209
2,802.1141376466522,820.7840045133552,total,current,6.000000000000001e-08,3.428932159955306e-08,811.4490710800037
2,820.7840045133552,839.8884279007087,total,current,1.0999999999999999e-07,3.993681878855018e-08,830.336216207032
2,839.8884279007087,859.4375224694649,total,current,6e-08,2.38683256575942e-08,849.6629751850868
2,859.4375224694649,879.4416383074309,total,current,1.5e-07,4.5781651302236745e-08,869.4395803884479
2,879.4416383074309,899.9113664092287,total,current,7e-08,3.258245174347937e-08,889.6765023583298
2,899.9113664092287,920.8575442835978,total,current,3.0000000000000004e-08,1.714466079977653e-08,910.3844553464132
2,920.8575442835978,942.291261691216,total,current,1.0999999999999999e-07,4.239067936433311e-08,931.574402987407
2,942.291261691216,964.2238665160701,total,current,7e-08,3.2582451743479366e-08,953.2575641036431
2,964.2238665160701,986.6669707734899,total,current,1.5e-07,4.3519413988924456e-08,975.4454186447799
2,986.6669707734899,1009.6324567580156,total,current,6.999999999999999e-08,3.258245174347937e-08,998.1497137657527
2,1009.6324567580156,1033.1324833343806,total,current,8e-08,3.673547263197997e-08,1021.382470046198
2,1033.1324833343806,1057.1794923749019,total,current,1.1000000000000002e-07,3.732196796699355e-08,1045.1559878546414
2,1057.1794923749019,1081.7862153467177,total,current,1.8000000000000005e-07,4.794778304562056e-08,1069.4828538608099
2,1081.7862153467177,1106.965680052344,total,current,3.0000000000000004e-08,1.714466079977653e-08,1094.3759476995308
2,1106.965680052344,1132.731217527125,total,current,5e-08,2.6111648393354675e-08,1119.8484487897344
2,1132.731217527125,1159.0964690972273,total,current,1.0000000000000001e-07,3.8924947208076144e-08,1145.9138433121761
2,1159.0964690972273,1186.075393601914,total,current,1.9000000000000003e-07,5.259911279353167e-08,1172.5859313495707
2,1186.075393601914,1213.682274783922,total,current,6.999999999999999e-08,3.258245174347937e-08,1199.878834192918
2,1213.682274783922,1241.93172885186,total,current,1.2000000000000002e-07,4.557156653844233e-08,1227.807001817891
2,1241.93172885186,1270.8387122186248,total,current,1.6e-07,4.4312936752559777e-08,1256.3852205352423
2,1270.8387122186248,1300.4185294199342,total,current,6.999999999999999e-08,2.931886695621029e-08,1285.6286208192796
2,1300.4185294199342,1330.686841217175,total,current,8e-08,3.387439663632029e-08,1315.5526853185547
2,1330.686841217175,1361.659672888847,total,current,8.999999999999999e-08,3.7859388972001826e-08,1346.173257053011
2,1361.659672888847,1393.3534227149994,total,current,1e-07,3.3333333333333334e-08,1377.5065478019233
2,1393.3534227149994,1425.7848706591492,total,current,1e-07,3.8924947208076144e-08,1409.5691466870744
2,1425.7848706591492,1458.971187252277,total,current,9e-08,3.208259542638234e-08,1442.378028955713
2,1458.971187252277,1492.929942683608,total,current,1.6e-07,4.4312936752559777e-08,1475.9505649679427
2,1492.929942683608,1527.6791161029848,total,current,1.6000000000000003e-07,4.4312936752559777e-08,1510.3045293932964
2,1527.6791161029848,1563.2371051397638,total,current,1.3e-07,4.181488788081164e-08,1545.4581106213743
2,1563.2371051397638,1599.6227356432698,total,current,1.8e-07,5.1990675154591935e-08,1581.4299203915168
2,1599.6227356432698,1636.8552716499685,total,current,8e-08,3.0748244591432295e-08,1618.239003646619
2,1636.8552716499685,1674.9544255826324,total,current,2.6000000000000005e-07,5.7944592134001244e-08,1655.9048486163006
2,1674.9544255826324,1713.940368686902,total,current,8e-08,3.387439663632029e-08,1694.4473971347672
2,1713.940368686902,1753.8337417107653,total,current,2.3000000000000002e-07,5.8352810601122764e-08,1733.8870551988337
2,1753.8337417107653,1794.6556658326112,total,current,1.5000000000000002e-07,4.3519413988924456e-08,1774.2447037716884
2,1794.6556658326112,1836.4277538436431,total,current,1.6000000000000003e-07,4.197161137740796e-08,1815.5417098381272
2,1836.4277538436431,1879.1721215905718,total,current,1.6e-07,5.0692178585033896e-08,1857.7999377171075
2,1879.1721215905718,1922.9113996846463,total,current,1.7000000000000004e-07,4.277023415055065e-08,1901.041760637609
2,1922.9113996846463,1967.6687454832224,total,current,2.2000000000000006e-07,5.237780391954538e-08,1945.2900725839345
2,1967.6687454832224,2013.4678553502113,total,current,1.9e-07,4.648231987117317e-08,1990.5683004167167
2,2013.4678553502113,2060.3329772019106,total,current,1.6000000000000003e-07,4.4312936752559777e-08,2036.900416276061
2,2060.3329772019106,2108.2889233448054,total,current,2.1000000000000005e-07,4.560480215720686e-08,2084.310950273358
2,2108.2889233448054,2157.3610836122657,total,current,3.000000000000001e-07,6.27645914460848e-08,2132.8250034785356
2,2157.3610836122657,2207.575438806925,total,current,3.2e-07,7.230686570639628e-08,2182.4682612095953
2,2207.575438806925,2258.958574455987,total,current,3.499999999999999e-07,6.871842709362771e-08,2233.267006631456
2,2258.958574455987,2311.5376948866874,total,current,2.8000000000000007e-07,5.333333333333333e-08,2285.2481346713375
2,2311.5376948866874,2365.340637629371,total,current,4.999999999999999e-07,7.316785737969477e-08,2338.439166258029
2,2365.340637629371,2420.3958881558196,total,current,5.799999999999997e-07,8.187203614806649e-08,2392.8682628925953
2,2420.3958881558196,2476.7325949606193,total,current,5.399999999999998e-07,7.166138105949073e-08,2448.5642415582197
2,2476.7325949606193,2534.3805849935643,total,current,7.199999999999994e-07,8.5374989832438e-08,2505.556589977092
2,2534.3805849935643,2593.3703794512585,total,current,7.299999999999996e-07,8.391313449880266e-08,2563.8754822224114
2,2593.3703794512585,2653.733209936282,total,current,9.499999999999993e-07,1.0286305498481024e-07,2623.5517946937703
2,2653.733209936282,2715.5010349924764,total,current,9.299999999999992e-07,9.873441572463408e-08,2684.6171224643795
2,2715.5010349924764,2778.7065570250993,total,current,1.6299999999999982e-06,1.4188841824589937e-07,2747.103796008788
2,2778.7065570250993,2843.3832396148114,total,current,1.3799999999999989e-06,1.2774659259327407e-07,2811.0448983199553
2,2843.3832396148114,2909.5653252346615,total,current,2.079999999999998e-06,1.4190621458334302e-07,2876.4742824247364
2,2909.5653252346615,2977.287853379448,total,current,2.1699999999999987e-06,1.5638272140986556e-07,2943.4265893070547
2,2977.287853379448,3046.5866791170547,total,current,2.1899999999999972e-06,1.6738934231065022e-07,3011.937266248251
2,3046.5866791170547,3117.498492071588,total,current,2.599999999999999e-06,1.7056057308448855e-07,3082.0425855943213
2,3117.498492071588,3190.060835848358,total,current,2.5399999999999977e-06,1.6044131058245012e-07,3153.779663959973
2,3190.060835848358,3264.3121279109946,total,current,2.4499999999999977e-06,1.4728176802279126e-07,3227.186481879676
2,3264.3121279109946,3340.2916799212217,total,current,2.619999999999998e-06,1.7682954184379655e-07,3302.301903916108
2,3340.2916799212217,3418.039718552049,total,current,2.169999999999998e-06,1.6456554372595205e-07,3379.165699236635
2,3418.039718552049,3497.5974067854177,total,current,1.9799999999999976e-06,1.3025228046240365e-07,3457.8185626687336
2,3497.5974067854177,3579.006865705558,total,current,1.169999999999999e-06,1.1464041278024196e-07,3538.302136245488
2,3579.006865705558,3662.3111967996124,total,current,9.399999999999993e-07,1.0132456102380447e-07,3620.659031252585
2,3662.3111967996124,3747.5545047773167,total,current,5.599999999999998e-07,7.826399252052328e-08,3704.9328507884647
2,3747.5545047773167,3834.781920921834,total,current,3.3e-07,6.039432711335355e-08,3791.1682128495754
2,3834.781920921834,3924.0396269840967,total,current,1.8000000000000005e-07,4.3531017619043716e-08,3879.4107739529654
2,3924.0396269840967,4015.374879633306,total,current,9e-08,3.208259542638234e-08,3969.707253308701
2,4015.374879633306,4108.836035476543,total,current,6e-08,2.38683256575942e-08,4062.105457554924
2,4108.836035476543,4204.472576660725,total,current,4e-08,1.9694638556693236e-08,4156.6543060686345
2,4204.472576660725,4302.335137070474,total,current,3.0000000000000004e-08,1.714466079977653e-08,4253.4038568656
2,4302.335137070474,4402.475529135759,total,current,6.999999999999999e-08,2.5643239997624278e-08,4352.405333103116
2,4402.475529135759,4504.94677126351,total,current,1.1000000000000002e-07,3.144660377352201e-08,4453.711150199634
2,4504.94677126351,4609.803115907723,total,current,1.4e-07,3.765875486765087e-08,4557.374943585616
2,4609.803115907723,4717.100078292922,total,current,1.7000000000000004e-07,4.507009131689363e-08,4663.451597100322
2,4717.100078292922,4826.894465806185,total,current,3.100000000000001e-07,5.6309031875064885e-08,4771.997272049553
2,4826.894465806185,4939.244408073286,total,current,3.5000000000000004e-07,5.751591786697671e-08,4883.069436939735
2,4939.244408073286,5054.209387734893,total,current,5.699999999999997e-07,7.818005635787949e-08,4996.726897904089
2,5054.209387734893,5171.8502719391045,total,current,5.099999999999998e-07,8.225975119502044e-08,5113.029829836999
2,5171.8502719391045,5292.229344566996,total,current,4.999999999999999e-07,8.468599159080073e-08,5232.03980825305
2,5292.229344566996,5415.410339208247,total,current,5.099999999999997e-07,6.275654418770879e-08,5353.819841887622
2,5415.410339208247,5541.458472904329,total,current,5.199999999999998e-07,7.314024165597862e-08,5478.434406056288
2,5541.458472904329,5670.440480676972,total,current,4.399999999999999e-07,7.009373233842892e-08,5605.949476790651
2,5670.440480676972,5802.42465086054,total,current,3.5e-07,6.256309946079572e-08,5736.432565768756
2,5802.42465086054,5937.480861256577,total,current,4.299999999999998e-07,7.000000000000004e-08,5869.952756058558
2,5937.480861256577,6075.680616129978,total,current,3.2000000000000006e-07,5.4827553347387375e-08,6006.580738693277
2,6075.680616129978,6217.09708406627,total,current,2.900000000000001e-07,5.373898759633259e-08,6146.388850098125
2,6217.09708406627,6361.805136710041,total,current,2.700000000000001e-07,4.8938221207451894e-08,6289.451110388156
2,6361.805136710041,6509.8813884050405,total,current,2.1000000000000005e-07,4.3333333333333324e-08,6435.843262557541
2,6509.8813884050405,6661.404236756941,total,current,1.8000000000000005e-07,4.114522199392407e-08,6585.642812580991
2,6661.404236756941,6816.453904140225,total,current,1.5000000000000005e-07,3.859920970562726e-08,6738.929070448583
2,6816.453904140225,6975.11248017118,total,current,1.4e-07,3.765875486765087e-08,6895.783192155703
2,6975.11248017118,7137.4639651694915,total,current,1.0999999999999999e-07,4.239067936433311e-08,7056.288222670336
2,7137.4639651694915,7303.594314631436,total,current,2.400000000000001e-07,5.148305595538255e-08,7220.529139900464
2,7303.594314631436,7473.591484738224,total,current,4.299999999999998e-07,6.072790781740132e-08,7388.59289968483
2,7473.591484738224,7647.545478923592,total,current,9.499999999999988e-07,9.782999065065425e-08,7560.568481830907
2,7647.545478923592,7825.548395525289,total,current,2.6899999999999997e-06,1.7848690640373543e-07,7736.546937224441
2,7825.548395525289,8007.694476545693,total,current,4.769999999999999e-06,2.4857370916669525e-07,7916.621436035492
2,8007.694476545693,8194.080157547365,total,current,7.209999999999999e-06,2.833048113986362e-07,8100.887317046529
2,8194.080157547365,8384.804118709977,total,current,8.959999999999997e-06,3.136362172448786e-07,8289.44213812867
2,8384.804118709977,8579.967337075614,total,current,9.65e-06,2.907235835294422e-07,8482.385727892795
2,8579.967337075614,8779.673140010142,total,current,9.790000000000001e-06,3.31904513468264e-07,8679.820238542878
2,8779.673140010142,8984.02725990893,total,current,9.669999999999997e-06,3.850895212725732e-07,8881.850199959536
2,8984.02725990893,9193.137890175889,total,current,8.059999999999997e-06,3.3267207137165484e-07,9088.582575042408
2,9193.137890175889,9407.115742505472,total,current,6.770000000000002e-06,2.703738526596464e-07,9300.12681634068
2,9407.115742505472,9626.07410549796,total,current,5.4499999999999995e-06,2.6337935923053444e-07,9516.594924001716
2,9626.07410549796,9850.128904639068,total,current,4.32e-06,1.9637111845079507e-07,9738.101505068515
2,9850.128904639068,10079.398763675621,total,current,3.0200000000000003e-06,1.7808181073071816e-07,9964.763834157344
2,10079.398763675621,10314.005067419805,total,current,2.809999999999999e-06,1.840591692303807e-07,10196.701915547714
2,10314.005067419805,10554.072026015234,total,current,2.119999999999998e-06,1.4652886087971587e-07,10434.038546717518
2,10554.072026015234,10799.726740698869,total,current,1.689999999999998e-06,1.2284094997149383e-07,10676.899383357051
2,10799.726740698869,11051.09927109359,total,current,1.4099999999999986e-06,1.2398680281678093e-07,10925.41300589623
2,11051.09927109359,11308.322704067072,total,current,1.159999999999999e-06,1.0022197585581951e-07,11179.71098758033
2,11308.322704067072,11571.533224193387,total,current,1.2299999999999994e-06,1.1534314198963203e-07,11439.92796413023
2,11571.533224193387,11840.870185854683,total,current,1.349999999999999e-06,1.0187633620614706e-07,11706.201705024036
2,11840.870185854683,12116.476187021071,total,current,1.1199999999999988e-06,1.0757191627798214e-07,11978.673186437878
2,12116.476187021071,12398.497144747802,total,current,1.039999999999999e-06,1.0142420168218584e-07,12257.486665884437
2,12398.497144747802,12687.082372429712,total,current,1.149999999999999e-06,1.1135075167680697e-07,12542.789758588757
2,12687.082372429712,12982.384658853818,total,current,1.209999999999999e-06,1.0944764903271286e-07,12834.733515641765
2,12982.384658853818,13284.560349091933,total,current,1.7099999999999987e-06,1.401982722987541e-07,13133.472503972876
2,13284.560349091933,13593.769427276122,total,current,1.4999999999999986e-06,1.2831463854387968e-07,13439.164888184026
2,13593.769427276122,13910.175601300827,total,current,1.8399999999999976e-06,1.1782541441823303e-07,13751.972514288474
2,13910.175601300827,14233.946389496496,total,current,2.0799999999999974e-06,1.3156401829182248e-07,14072.06099539866
2,14233.946389496496,14565.253209320625,total,current,3.019999999999999e-06,1.80895639315138e-07,14399.59979940856
2,14565.253209320625,14904.27146811321,total,current,3.239999999999999e-06,2.0603030080181174e-07,14734.762338716917
2,14904.27146811321,15251.180655964292,total,current,3.900000000000001e-06,2.0025236603099142e-07,15077.72606203875
2,15251.180655964292,15606.164440743712,total,current,4.2800000000000005e-06,2.4166091947189127e-07,15428.672548354003
2,15606.164440743712,15969.410765342109,total,current,3.6800000000000003e-06,2.1550035740203348e-07,15787.78760304291
2,15969.410765342109,16341.111947175621,total,current,1.4099999999999986e-06,1.1728838670800143e-07,16155.261356258865
2,16341.111947175621,16721.46478000657,total,current,2.4999999999999972e-06,1.6787441193290384e-07,16531.288363591095
2,16721.46478000657,17110.670638134095,total,current,3.1199999999999994e-06,1.8977924442931514e-07,16916.067709070332
2,17110.670638134095,17508.935583009923,total,current,2.189999999999997e-06,1.6249009293809395e-07,17309.803110572007
2,17508.935583009923,17916.470472335706,total,current,2.9699999999999995e-06,1.833774051710646e-07,17712.703027672815
2,17916.470472335706,18333.49107169968,total,current,3.9300000000000005e-06,2.1614389146626756e-07,18124.98077201769
2,18333.49107169968,18760.218168811763,total,current,4.959999999999998e-06,2.635882923780719e-07,18546.85462025572
2,18760.218168811763,19196.877690397592,total,current,5.1099999999999985e-06,2.44079387648256e-07,18978.547929604676
2,19196.877690397592,19643.70082181332,total,current,6.010000000000001e-06,2.7247277688131355e-07,19420.289256105454
2,19643.70082181332,20100.92412944458,total,current,6.889999999999999e-06,2.526206082590498e-07,19872.312475628947
2,20100.92412944458,20568.789685954376,total,current,1.0660000000000003e-05,3.3218590389640764e-07,20334.856907699475
2,20568.789685954376,21047.545198446227,total,current,1.6309999999999998e-05,4.908650373050475e-07,20808.1674422003
2,21047.545198446227,21537.444139610394,total,current,1.6300000000000013e-05,4.5338235029117785e-07,21292.49466902831
2,21537.444139610394,22038.74588192267,total,current,3.17e-06,1.6940478091830762e-07,21788.095010766534
2,22038.74588192267,22551.715834966748,total,current,4.6400000000000005e-06,2.3029186575809266e-07,22295.23085844471
2,22551.715834966748,23076.625585952865,total,current,6.01e-06,3.020117731332855e-07,22814.170710459806
2,23076.625585952865,23613.753043507146,total,current,7.140000000000001e-06,2.803389002437928e-07,23345.189314730007
2,23613.753043507146,24163.382584807776,total,current,8.209999999999998e-06,3.13434864272332e-07,23888.56781415746
2,24163.382584807776,24725.805206145862,total,current,9.14e-06,2.892065076038281e-07,24444.59389547682
2,24725.805206145862,25301.318676990744,total,current,9.369999999999998e-06,3.2680114733426087e-07,25013.561941568303
2,25301.318676990744,25890.227697641283,total,current,1.089e-05,3.7976467992851914e-07,25595.773187316016
2,25890.227697641283,26492.844060546635,total,current,1.1199999999999996e-05,3.5190678288203505e-07,26191.535879093957
2,26492.844060546635,27109.486815381875,total,current,1.1349999999999998e-05,3.28256797724776e-07,26801.165437964257
2,27109.486815381875,27740.48243796593,total,current,1.208e-05,3.8472868572041965e-07,27424.984626673904
2,27740.48243796593,28386.165003111146,total,current,1.4570000000000004e-05,4.3304302629907625e-07,28063.323720538538
2,28386.165003111146,29046.876361496164,total,current,1.5719999999999995e-05,3.972328528633317e-07,28716.520682303657
2,29046.876361496164,29722.966320655578,total,current,1.3499999999999993e-05,4.2911701683971373e-07,29384.92134107587
2,29722.966320655578,30414.79283018232,total,current,1.1759999999999998e-05,3.7795836444312817e-07,30068.87957541895
2,30414.79283018232,31122.722171240763,total,current,1.4550000000000008e-05,4.112987559751009e-07,30768.75750071154
2,31122.722171240763,31847.12915049091,total,current,1.5739999999999995e-05,5.052492134350832e-07,31484.925660865836
2,31847.12915049091,32588.397298526328,total,current,1.7660000000000004e-05,4.85178296915658e-07,32217.76322450862
